,name,rating,region,link
586,Canubbi Barolo ,4.5,Barolo,https://www.vivino.com/bartolo-mascarello-canubbi-barolo/w/1572692?year=2005
587,Barolo Ginestra Vigna del Gris ,4.5,Barolo,https://www.vivino.com/azienda-agricola-conterno-fantino-barolo-ginestra-vigna-del-gris/w/16639?year=1996
588,Vigna Farsina ,4.5,Toscana,https://www.vivino.com/i-sodi-vigna-farsina/w/2675106?year=2011
589,Barolo Vigna Rionda ,4.5,Barolo,https://www.vivino.com/luigi-pira-barolo-vigna-rionda/w/77542?year=2007
590,Maggiarino Vino Nobile di Montepulciano ,4.5,Vino Nobile di Montepulciano,https://www.vivino.com/la-braccesca-maggiarino-vino-nobile-di-montepulciano/w/7066741?year=2015
591,Vigna d'La Roul ,4.5,Barolo,https://www.vivino.com/podere-rocche-dei-manzoni-vigna-d-la-roul/w/19248?year=1999
592,Pàtrimo ,4.5,Campania,https://www.vivino.com/feudi-di-san-gregorio-patrimo/w/5097?year=2004
593,Coparossa Barbaresco ,4.5,Barbaresco,https://www.vivino.com/bruno-rocca-coparossa-barbaresco/w/88471?year=2007
594,La Mandria del Pari Cabernet Sauvignon ,4.5,Toscana,https://www.vivino.com/cantine-russo-la-mandria-del-pari/w/1288016?year=2015
595,Ferro ,4.5,Toscana,https://www.vivino.com/collazzi-ferro/w/2702357?year=2012
596,Vigna Piaggia Brunello di Montalcino ,4.5,Brunello di Montalcino,https://www.vivino.com/abbadia-ardenga-vigna-piaggia-brunello-di-montalcino/w/1147540?year=2014
597,Amarone Della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,https://www.vivino.com/fabiano-amarone-della-valpolicella-classico/w/1159790?year=2005
598,Heritage ,4.5,Valle d'Aosta,https://www.vivino.com/lo-triolet-heritage/w/2285392?year=2015
599,Maravita Perricone ,4.5,Sicilia,https://www.vivino.com/castellucci-miano-maravita-perricone/w/1793631?year=2012
600,Mossone ,4.5,Marche,https://www.vivino.com/azienda-santa-barbara-mossone/w/2542844?year=2012
601,La Piccola Botte Amarone della Valpolicella ,4.5,Amarone della Valpolicella,https://www.vivino.com/flli-giuliari-la-piccola-botte-amarone-della-valpolicella/w/1696975?year=2016
602,Syrah Toscana Alessandro dal Borro ,4.5,Toscana,https://www.vivino.com/il-borro-syrah-toscana-alessandro-dal-borro/w/4156047?year=2011
603,A Filippo Rosso ,4.5,Toscana,https://www.vivino.com/poderi-del-paradiso-a-filippo-toscana/w/1150370?year=2015
604,Big'd Big Barolo ,4.5,Barolo,https://www.vivino.com/podere-rocche-dei-manzoni-big-d-big-barolo/w/19247?year=1997
605,Vigneti del Versante Brunello di Montalcino ,4.5,Brunello di Montalcino,https://www.vivino.com/pian-dellorino-vigneti-del-versante-brunello-di-montalcino/w/4743915?year=2012
606,Il Tócco Merlot ,4.5,Chianti,https://www.vivino.com/colle-bereto-il-tocco/w/1147314?year=2015
607, Uno Solo ,4.5,Toscana,https://www.vivino.com/davinum-219817-one-uno-solo/w/3841151?year=2015
608,Brunello Di Montalcino Riserva ,4.5,Brunello di Montalcino,https://www.vivino.com/caparzo-brunello-di-montalcino-riserva/w/1143764?year=2004
609,Bricco Parussi Barolo Riserva ,4.5,Barolo,https://www.vivino.com/bovio-gianfranco-bricco-parussi-barolo-riserva/w/1216447?year=2000
610,Madonna Della Villa Carpeneto Cometa Barbera Del Monferrato ,4.5,Monferrato,https://www.vivino.com/madonna-della-villa-carpeneto-cometa-barbera-del-monferrato-monferrato-red-wine-v-zc8br/w/2411159?year=2013
611,Ginestra Riserva Barolo ,4.5,Barolo,https://www.vivino.com/paolo-conterno-ginestra-riserva-barolo/w/738520?year=2010
612,Federico Primo ,4.5,Toscana,https://www.vivino.com/gualdo-del-re-federico-primo/w/84865?year=2009
613,Vigna Colonnello Barolo ,4.5,Barolo,https://www.vivino.com/bussia-soprana-vigna-colonnello-barolo/w/779608?year=1999
614,Tegolaro ,4.5,Umbria,https://www.vivino.com/azienda-agraria-carini-tegolaro/w/1166451?year=2009
615,Vino Nobile di Montepulciano ,4.5,Vino Nobile di Montepulciano,https://www.vivino.com/avignonesi-vino-nobile-di-montepulciano/w/1154301?year=2016
616,Barolo Pajana ,4.5,Barolo,https://www.vivino.com/domenico-clerico-barolo-pajana/w/92707?year=1997
617,Cuccuvaia ,4.5,Toscana,https://www.vivino.com/san-gabriele-arcangelo-cuccuvaia/w/2197773?year=2008
618,Boscareto Barolo ,4.5,Barolo,https://www.vivino.com/azienda-agricola-ferdinando-principiano-boscareto-barolo/w/779434?year=2004
619,Sezzana ,4.5,Toscana,https://www.vivino.com/la-spinetta-sezzana/w/15196?year=2001
620,Vigneti di Osan Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,https://www.vivino.com/corteforte-vigneti-di-osan-amarone-della-valpolicella-classico/w/1165904?year=2003
621,Le Armi Sangiovese Superiore Riserva ,4.5,Sangiovese di Romagna,https://www.vivino.com/palazzona-di-maggio-le-armi-sangiovese-superiore-riserva/w/4088999?year=2011
622,Col Tempo Syrah ,4.5,Veneto,https://www.vivino.com/lauterbach-thurgau-col-tempo-syrah/w/2712074?year=2013
623,Dardi Le Rosé Bussia Barolo ,4.5,Barolo,https://www.vivino.com/colla-dardi-le-rose-bussia-barolo/w/1169280?year=2001
624,Hassan ,4.5,Isola dei Nuraghi,https://www.vivino.com/asinara-hassan/w/3490472?year=2014
625,Bricco Luciani Barolo ,4.5,Barolo,https://www.vivino.com/silvio-grasso-bricco-luciani-barolo/w/1161181?year=1999
626,Bricco Roche Barbera d'Asti Superiore ,4.5,Barbera d'Asti,https://www.vivino.com/il-falchetto-bricco-roche-barbera-d-asti-superiore/w/4587685?year=2013
627,Montepulciano d'Abruzzo Riserva ,4.5,Montepulciano d'Abruzzo,https://www.vivino.com/il-gabbiano-montepulciano-d-abruzzo-riserva-montepulciano-dabruzzo/w/6005509?year=2013
628,Nuao  Montalcino ,4.5,Rosso di Montalcino,https://www.vivino.com/grigeiro-nuao-273-montalcino/w/6723527?year=2015
629,Barolo Vigneto Rocche ,4.5,Barolo,https://www.vivino.com/azienda-agricola-andrea-oberto-barolo-vigneto-rocche/w/1101300?year=2007
630,Gramolere  Barolo Riserva ,4.5,Barolo,https://www.vivino.com/giovanni-manzone-gramolere-barolo-riserva/w/1207111?year=1998
631,Bricco Soria Rosso ,4.5,Piemonte,https://www.vivino.com/tenuta-il-sogno-bricco-soria-rosso/w/1496995?year=2008
632,Bardolino ,2.8,Veneto,https://www.vivino.com/galadino-bardolino/w/1734143?year=2016
633,Vino Rosso d'Italia ,3.6,Vino d'Italia,https://www.vivino.com/molto-forte-vino-rosso-d-italia-vino-da-tavola/w/6842597?year=2018
634,Appassimento ,3.6,Puglia,https://www.vivino.com/marosso-appassimento/w/5746154?year=2018
635,Negroamaro - Primitivo ,3.7,Salento,https://www.vivino.com/il-brutto-negroamaro-primitivo/w/2617353?year=2019
636,Il Sapiente Sangiovese ,3.8,Colli d'Imola,https://www.vivino.com/conte-zardi-il-sapiente-sangiovese/w/3264563?year=2018
637,Appassito Primitivo ,4.1,Salento,https://www.vivino.com/masso-antico-appassito-primitivo/w/5418496?year=2019
638,Nero d'Avola - Cabernet Sauvignon ,3.7,Terre Siciliane,https://www.vivino.com/crudo-nero-d-avola-cabernet-sauvignon/w/5629997?year=2017
639,Aglianico Campania Rue Dell'Inchiostro ,3.8,Campania,https://www.vivino.com/nativ-aglianico-campania-rue-dell-inchiostro/w/2124358?year=2018
640,Poggerissi Rosso di Toscana ,3.5,Toscana,https://www.vivino.com/renzo-masi-poggerissi-rosso-di-toscana/w/1170507?year=2017
641, Uno Due Cinque Primitivo del Salento ,4.0,Salento,https://www.vivino.com/feudi-salentini-onehundredtwentyfive-uno-due-cinque-primitivo-del-salento/w/1837975?year=2017
642,Curioso ,3.9,Toscana,https://www.vivino.com/ponte-lungo-curioso-toscana-rosso-sangiovese-di-toscana/w/3839840?year=2017
643,Zinfandel ,3.5,Puglia,https://www.vivino.com/mammoth-zinfandel/w/3666273?year=2019
644,Possente Merlot - Cabernet ,4.0,Rubicone,https://www.vivino.com/conti-morini-possente-merlot-cabernet/w/8329097?year=2018
645,Pillastro Primitivo Puglia ,4.0,Puglia,https://www.vivino.com/due-palme-pillastro-primitivo-puglia/w/1166209?year=2019
646,Maron Appassimento Rosso ,4.0,Puglia,https://www.vivino.com/luca-rossi-maron-appassimento-rosso/w/5123797?year=2017
647,Poggio Badiola ,3.7,Toscana,https://www.vivino.com/marchesi-mazzei-poggio-badiola/w/1182178?year=2018
648,Nero di Troia ,4.1,Puglia,https://www.vivino.com/corsiero-nero-di-troia/w/1508643?year=2018
649,Gran Maestoso Primitivo ,4.0,Puglia,https://www.vivino.com/albea-gran-maestoso-primitivo/w/5889381?year=2017
650,Appassite ,4.1,Puglia,https://www.vivino.com/nero-grande-appassite/w/4928570?year=2018
651,Armano Rosso ,3.8,Puglia,https://www.vivino.com/ponte-lungo-armano-rosso-puglia-red-wine/w/5898195?year=2018
652,Nero d'Avola Terre Siciliane ,3.7,Terre Siciliane,https://www.vivino.com/massivo-nero-d-avola-terre-siciliane/w/2281784?year=2019
653,Orion Primitivo ,4.0,Salento,https://www.vivino.com/li-veli-orion-primitivo/w/15018?year=2018
654,Valpolicella Ripasso Superiore ,3.7,Valpolicella Ripasso,https://www.vivino.com/zeni-valpolicella-ripasso-superiore/w/1238567?year=2017
655,Sangiovese di Toscana ,3.4,Toscana,https://www.vivino.com/il-bastardo-sangiovese-di-toscana/w/1171934?year=2017
656,TreGrande Rosso ,3.7,Puglia,https://www.vivino.com/tenute-quattro-conti-tregrande-rosso/w/2786869?year=2015
657,Duca del Salento Primitivo ,3.8,Salento,https://www.vivino.com/san-donaci-duca-del-salento-primitivo/w/1244640?year=2018
658,Pelofino Toscana Rosso ,3.5,Maremma Toscana,https://www.vivino.com/fattoria-le-pupille-pelofino-toscana-rosso/w/1199793?year=2018
659,ZFD Appassimento ,3.8,Puglia,https://www.vivino.com/savoni-zfd/w/6590635?year=2018
660,Chianti ,3.7,Chianti,https://www.vivino.com/collezione-di-paolo-chianti/w/1178512?year=2018
661,Toscana Governo Rosso ,4.2,Toscana,https://www.vivino.com/saracosa-toscana-governo-rosso-tuscany/w/5292597?year=2018
662,Equinox Campania Rosso Amabile ,3.9,Campania,https://www.vivino.com/montemajor-equinox-campania-rosso-amabile/w/6733797?year=2017
663,Dama di Cuori Primitivo di Manduria ,3.8,Primitivo di Manduria,https://www.vivino.com/montedidio-dama-di-cuori-primitivo-di-manduria/w/7509484?year=2016
664,Rosso di Montepulciano ,3.8,Rosso di Montepulciano,https://www.vivino.com/azienda-agricola-poliziano-rosso-di-montepulciano/w/18793?year=2018
665,Pepe Nero Salento Rosso ,3.7,Salento,https://www.vivino.com/cignomoro-pepe-nero-salento-rosso/w/1228038?year=2015
666,Curioso Grand Edizione ,4.0,Toscana,https://www.vivino.com/ponte-lungo-curioso-grand-edizione/w/6513593?year=2016
667,Vitefitta ,3.5,Toscana,https://www.vivino.com/castelli-martinozzi-vitefitta/w/7526460?year=2018
668,Brindisi ,3.4,Brindisi,https://www.vivino.com/grifone-brindisi/w/1479918?year=2015
669,Laurento Sangiovese Riserva ,3.9,Sangiovese di Romagna,https://www.vivino.com/umberto-cesari-laurento-sangiovese-riserva/w/1133872?year=2017
670,Pepe Nero Primitivo Salento ,3.6,Salento,https://www.vivino.com/cignomoro-pepe-nero-primitivo-salento/w/1809484?year=2016
671,Aglianico Irpinia ,3.8,Irpinia,https://www.vivino.com/nativ-aglianico-irpinia/w/1712664?year=2016
672, Pinot Noir ,3.2,Provincia di Pavia,https://www.vivino.com/molino-eighteen-ninetyeight-pinot-noir/w/1930881?year=2017
673,Purosangue Nero di Troia ,4.0,Puglia,https://www.vivino.com/corsiero-purosangue-nero-di-troia/w/4651304?year=2017
674,Appassionatamente Rosso ,4.0,Veneto,https://www.vivino.com/it-cielo-e-terra-appassionatamente-rosso/w/3994983?year=2017
675, Negroamaro ,3.8,Salento,https://www.vivino.com/risveglio-sevenhundredtwentyone-zero-zero-negroamaro/w/1494754?year=2016
676,Torre del Serpente Negroamaro ,3.9,Salento,https://www.vivino.com/montemajor-torre-del-serpente-negroamaro/w/3651606?year=2016
677,Bernardeschi Governo ,4.0,Toscana,https://www.vivino.com/terrescure-bernardeschi-governo/w/6663622?year=2017
678,Flétris ,4.1,Salento,https://www.vivino.com/montemajor-fletris/w/6168721?year=2017
679,Granbruno ,3.6,Toscana,https://www.vivino.com/radda-granbruno/w/4000788?year=2017
680,Nero d'Avola ,3.6,Terre Siciliane,https://www.vivino.com/barone-montalto-nero-d-avola-sicily/w/1374585?year=2018
681,Corvina Veronese ,3.6,Valpolicella,https://www.vivino.com/antolini-corvina-veronese/w/3074751?year=2013
682,Fantini Sangiovese Terre di Chieti ,3.6,Terre di Chieti,https://www.vivino.com/farnese-fantini-sangiovese-terre-di-chieti/w/1512980?year=2019
683,Brindisi Riserva ,3.6,Brindisi,https://www.vivino.com/tor-del-colle-tor-del-colle-brindisi-riserva/w/1254234?year=2016
684,Lequilibrio Barbera d'Asti ,3.8,Barbera d'Asti,https://www.vivino.com/it-montalbera-lequilibrio-barbera-d-asti/w/1235255?year=2016
685,Fantini Montepulciano d'Abruzzo ,3.6,Montepulciano d'Abruzzo,https://www.vivino.com/farnese-fantini-montepulciano-d-abruzzo/w/1516013?year=2018
686,Pillastro Selezione d'Oro Primitivo - Negroamaro ,4.0,Puglia,https://www.vivino.com/due-palme-pillastro-selezione-d-oro-primitivo-negroamaro/w/1196465?year=2019
687,Primitivo - Susumaniello ,4.1,Salento,https://www.vivino.com/boccantino-primitivo-susumaniello/w/6640266?year=2018
688,Carlo Scala Primitivo di Manduria Riserva ,3.9,Primitivo di Manduria,https://www.vivino.com/conte-di-campiano-carlo-scala-primitivo-di-manduria-riserva-primitivo-di-manduria/w/5977299?year=2015
689,La Mostella Colline Novaresi Vespolina ,3.3,Colline Novaresi,https://www.vivino.com/torraccia-del-piantavigna-la-mostella-colline-novaresi-vespolina/w/1967316?year=2017
690,Selectio Barbera d'Alba ,3.9,Barbera d'Alba,https://www.vivino.com/sobrero-selectio-barbera-d-alba/w/1855226?year=2017
691,Gran Maestro Primitivo di Manduria ,3.8,Primitivo di Manduria,https://www.vivino.com/maestro-italiano-gran-maestro-primitivo-di-manduria-primitivo-di-manduria/w/6631986?year=2016
692,Appassite Negroamaro - Primitivo ,4.0,Puglia,https://www.vivino.com/luna-argenta-appassite-negroamaro-primitivo/w/1509866?year=2019
693,Barbera Appassimento ,4.0,Piemonte,https://www.vivino.com/ricossa-barbera-appassimento/w/3957747?year=2018
694,Passivento Rosso ,3.6,Terre Siciliane,https://www.vivino.com/barone-montalto-passivento-rosso-sicily/w/6527947?year=2019
695,Appassimento Rosso ,4.1,Puglia,https://www.vivino.com/capo-zafferano-appassimento-rosso/w/5821608?year=2019
696,Primitivo Appassito ,4.1,Puglia,https://www.vivino.com/boccantino-primitivo-appassito-puglia/w/6126935?year=2017
697,Questo Dedicato a ,3.5,Toscana,https://www.vivino.com/brancatelli-questo-dedicato-a/w/1276444?year=2016
698,Jago Valpolicella Ripasso Classico Superiore ,3.7,Valpolicella Ripasso Classico,https://www.vivino.com/spinosa-jago-valpolicella-ripasso-classico-superiore/w/1696016?year=2013
699,Carlòt Barbera d'Alba ,4.0,Langhe,https://www.vivino.com/gian-piero-marrone-la-pantalera-la-morra-barbera-d-alba/w/2326497?year=2018
700,Costera ,3.6,Cannonau di Sardegna,https://www.vivino.com/argiolas-costera/w/1161006?year=2018
701,Mastio ,4.2,Toscana,https://www.vivino.com/monterosola-mastio/w/7524817?year=2018
702,U'Cucci Susumaniello ,4.0,Valle d'Itria,https://www.vivino.com/tagaro-ucucci-susumaniello/w/1546533?year=2015
703,Palanca Valpolicella Ripasso Superiore ,3.8,Valpolicella Ripasso,https://www.vivino.com/tommasi-palanca-valpolicella-ripasso-superiore/w/1197689?year=2016
704,Il Rabdomante Montepulciano d'Abruzzo ,4.1,Montepulciano d'Abruzzo,https://www.vivino.com/feudi-bizantini-il-rabdomante-montepulciano-d-abruzzo/w/4500470?year=2017
705,Perpaolo Cabernet Sauvignon ,3.9,Toscana,https://www.vivino.com/molino-di-sant-antimo-perpaolo-cabernet-sauvignon/w/1901135?year=2016
706,HEBO (Suvereto) ,3.8,Toscana,https://www.vivino.com/petra-hebo-suvereto/w/3976524?year=2017
707,Chianti Riserva ,4.0,Chianti,https://www.vivino.com/il-palazzo-chianti-riserva/w/1169754?year=2015
708,Persegà Valpolicella Classico Superiore ,3.3,Valpolicella Classico,https://www.vivino.com/antolini-persega-valpolicella-classico-superiore/w/7015597?year=2016
709,ZFD Edizione Suprema Zinfandel ,4.0,Puglia,https://www.vivino.com/savoni-zfd-edizione-suprema-zinfandel/w/7473580?year=2018
710,Aros ,3.8,Toscana,https://www.vivino.com/it-corte-medicea-aros/w/3429770?year=2016
711,Cletus ,3.8,Toscana,https://www.vivino.com/it-corte-medicea-cletus/w/3661536?year=2016
712,Otto Cento Primitivo Limited Edition ,3.9,Puglia,https://www.vivino.com/cignomoro-otto-cento-primitivo-limited-edition/w/1481956?year=2016
713,Primitivo di Manduria  ,4.1,Terre Siciliane,https://www.vivino.com/regia-maesta-primitivo-di-manduria-15-sicily/w/5292437?year=2016
714,Velluto Rosso Beneventano Aglianico ,3.9,Campania,https://www.vivino.com/nativ-velluto-rosso-beneventano-aglianico/w/7145030?year=2016
715,Cannonau di Sardegna ,3.4,Cannonau di Sardegna,https://www.vivino.com/sella-and-mosca-spa-cannonau-di-sardegna/w/1162566?year=2018
716,Passamante Salice Salentino ,3.9,Salice Salentino,https://www.vivino.com/li-veli-passamante-salice-salentino/w/15015?year=2016
717,Maravento Vendemmia Tardiva Syrah ,4.0,Terre Siciliane,https://www.vivino.com/montemajor-maravento-vendemmia-tardiva-syrah/w/3511733?year=2017
718,Mammasanta Primitivo di Manduria ,4.0,Primitivo di Manduria,https://www.vivino.com/montemajor-mammasanta-primitivo-di-manduria/w/3659716?year=2014
719,Revò Limited Edition Petit Verdot ,3.9,Lazio,https://www.vivino.com/montemajor-revo-limited-edition-petit-verdot/w/7249781?year=2018
720,Quattronotti Appassimento Special Edition Night Harvest ,4.1,Vino d'Italia,https://www.vivino.com/montemajor-quattronotti-appassimento-special-edition-night-harvest/w/6262335?year=2018
721,Valpolicella Ripasso Classico Superiore ,3.7,Valpolicella Ripasso,https://www.vivino.com/valpolicella-negrar-valpolicella-ripasso-classico-superiore/w/2511918?year=2018
722,Chianti Rufina ,3.7,Chianti Rùfina,https://www.vivino.com/fattoria-di-basciano-chianti-rufina/w/10912?year=2017
723,Monrosso Chianti ,3.6,Chianti Colli Senesi,https://www.vivino.com/monsanto-monrosso-chianti/w/1161655?year=2017
724,Donna Marzia La Passione Segreta Negroamaro ,3.9,Puglia,https://www.vivino.com/conti-zecca-donna-marzia-la-passione-segreta-negroamaro/w/2442818?year=2015
725,Nostru Nerello Mascalese ,3.5,Terre Siciliane,https://www.vivino.com/cortese-nostru-nerello-mascalese/w/6559847?year=2017
726,Negroamaro ,3.9,Puglia,https://www.vivino.com/integro-negroamaro/w/6330607?year=2018
727,Primitivo ,3.7,Puglia,https://www.vivino.com/integro-primitivo/w/6328313?year=2016
728,Contrada del Falco ,4.1,Salento,https://www.vivino.com/san-donaci-contrada-del-falco/w/1155652?year=2016
729,Frappato ,3.3,Terre Siciliane,https://www.vivino.com/it-santa-tresa-frappato/w/1257972?year=2018
730,Terra del Varo Irpinia Aglianico ,3.7,Irpinia,https://www.vivino.com/cavalier-pepe-terra-del-v-ro-irpinia-aglianico/w/1181269?year=2015
731,La Masserietta Primitivo di Manduria ,3.6,Primitivo di Manduria,https://www.vivino.com/cantolio-la-masserietta-primitivo-di-manduria/w/6791025?year=2018
732,Liber Pater Cirò Rosso Classico Superiore ,3.5,Cirò,https://www.vivino.com/ippolito-liber-pater-ciro-rosso-classico-superiore/w/1217860?year=2014
733,La Cengia Valpolicella Ripasso Classico Superiore ,3.9,Valpolicella Ripasso,https://www.vivino.com/begali-lorenzo-la-cengia-valpolicella-ripasso-classico-superiore/w/91995?year=2017
734,Boira' Sangiovese ,3.5,Marche,https://www.vivino.com/cantine-volpi-boira-sangiovese/w/1165743?year=2018
735,SanVito Valpolicella Ripasso ,3.7,Valpolicella Ripasso,https://www.vivino.com/molino-sanvito-valpolicella-ripasso/w/1181313?year=2017
736,Toscana No  Fonterutoli ,4.1,Toscana,https://www.vivino.com/marchesi-mazzei-toscana-no-10-fonterutoli/w/2144480?year=2018
737,Erta e China Rosso di Toscana ,4.0,Toscana,https://www.vivino.com/renzo-masi-erta-e-china-rosso-di-toscana/w/1165880?year=2016
738,Barbera d'Alba ,3.6,Barbera d'Alba,https://www.vivino.com/reverdito-barbera-d-alba/w/2141014?year=2016
739,Scaia Rosso (Corvina) ,3.8,Veneto,https://www.vivino.com/tenuta-sant-antonio-scaia-rosso-corvina/w/1558098?year=2015
740,Old Vines Zinfandel ,3.5,Puglia,https://www.vivino.com/replica-old-vines-zinfandel/w/6421448?year=2017
741,Tzingarella ,4.1,Colli della Toscana Centrale,https://www.vivino.com/monte-bernardi-tzingarella/w/4737818?year=2016
742,Tano Rosso Veronese ,3.6,Rosso Veronese,https://www.vivino.com/le-guaite-di-noemi-tano-rosso-veronese/w/5420467?year=2011
743,Podere della Filandra Chianti ,3.4,Chianti,https://www.vivino.com/buccia-nera-podere-della-filandra-chianti/w/3749724?year=2017
744,Red Zinfandel ,3.9,Puglia,https://www.vivino.com/chunky-chunky-red-zinfandel/w/2682995?year=2018
745,Gravello Rosso ,3.8,Val di Neto,https://www.vivino.com/librandi-antonio-and-nicoderno-spa-gravello-rosso/w/94540?year=2016
746,Chianti Classico Riserva Ser Lapo ,4.1,Chianti Classico,https://www.vivino.com/marchesi-mazzei-chianti-classico-riserva-ser-lapo/w/1142782?year=2017
747,Primitivo Salento ,3.2,Salento,https://www.vivino.com/a6mani-primitivo-salento/w/3188649?year=2017
748,Saia ,3.9,Terre Siciliane,https://www.vivino.com/feudo-maccari-saia/w/779588?year=2016
749,Dolcetto d'Alba ,3.5,Dolcetto d'Alba,https://www.vivino.com/emilio-vada-dolcetto-d-alba/w/4572788?year=2016
750,Syrah ,4.0,Toscana,https://www.vivino.com/il-palazzo-syrah/w/3263623?year=2015
751,Fara Montepulciano d'Abruzzo ,3.7,Montepulciano d'Abruzzo,https://www.vivino.com/fabulas-fara-montepulciano-d-abruzzo/w/6349201?year=2018
752,Donna Marzia Primitivo Salento ,3.8,Salento,https://www.vivino.com/conti-zecca-donna-marzia-primitivo-salento/w/1136183?year=2019
753,Montepulciano d'Abruzzo (Unico) ,4.0,Montepulciano d'Abruzzo,https://www.vivino.com/tenuta-ulisse-montepulciano-d-abruzzo-unico/w/1165806?year=2017
754,Valpolicella ,3.5,Valpolicella,https://www.vivino.com/tommasi-valpolicella/w/1299576?year=2018
755,Blu Onice Aglianico Irpinia ,4.2,Irpinia,https://www.vivino.com/nativ-blu-onice-aglianico-irpinia/w/3521385?year=2017
756,Garblet Barolo ,3.7,Barolo,https://www.vivino.com/azienda-agricola-marianot-garblet-barolo/w/1288854?year=2014
757,Arbat Langhe Rosso ,3.5,Langhe,https://www.vivino.com/rocca-felice-arbat-langhe-rosso/w/2117817?year=2015
758,Moro Rosso ,3.8,Toscana,https://www.vivino.com/il-palazzo-moro-rosso/w/1176470?year=2012
759,Eremo San Quirico ,4.3,Irpinia Campi Taurasini,https://www.vivino.com/nativ-eremo-san-quirico/w/1510255?year=2016
760,Il Calice ,3.6,Cortona,https://www.vivino.com/cantina-canaio-il-calice/w/4451388?year=2016
761,Ilex Toscana ,3.5,Toscana,https://www.vivino.com/caprili-ilex-toscana/w/3563946?year=2018
762,Primius Primitivo di Manduria ,3.9,Primitivo di Manduria,https://www.vivino.com/san-donaci-primius-primitivo-di-manduria/w/1482187?year=2017
763,Langhe Nebbiolo ,4.0,Langhe,https://www.vivino.com/gian-piero-marrone-langhe-nebbiolo/w/1441997?year=2017
764,Masseria Surani Ares ,3.7,Puglia,https://www.vivino.com/tommasi-masseria-surani-ares/w/2421621?year=2016
765,Gocce Primitivo di Manduria ,4.2,Primitivo di Manduria,https://www.vivino.com/feudi-salentini-gocce-primitivo-di-manduria/w/2835177?year=2016
766,Zacinto ,3.8,Puglia,https://www.vivino.com/masseria-cuturi-zacinto/w/6956767?year=2017
767,Gigino  Anniversario ,4.3,Toscana,https://www.vivino.com/vartley-gigino-80-anniversario/w/7263725?year=2015
768,Belguardo Tirrenico ,4.0,Maremma Toscana,https://www.vivino.com/marchesi-mazzei-belguardo-tirrenico-maremma-toscana/w/4364843?year=2016
769,Figari Valpolicella Classico Superiore ,3.3,Valpolicella Classico,https://www.vivino.com/spinosa-figari-valpolicella-classico-superiore/w/1199064?year=2016
770,Lotto Unico ,3.9,Toscana,https://www.vivino.com/terrescure-lotto-unico/w/6820967?year=2016
771,Chianti Colli Fiorentini ,3.4,Chianti Colli Fiorentini,https://www.vivino.com/san-michele-a-torri-chianti-colli-fiorentini/w/1154940?year=2015
772,Austero Corvina Rosso Verona ,4.0,Verona,https://www.vivino.com/it-pietro-zardini-austero-corvina-rosso-verona-verona/w/5905505?year=2017
773,Corte Cariano Terra Solinas Valpolicella Ripasso Classico Superiore ,4.1,Amarone della Valpolicella Classico,https://www.vivino.com/brunelli-corte-cariano-terra-solinas-valpolicella-ripasso-classico-superiore/w/1193042?year=2017
774,Anniversary ,4.1,Irpinia,https://www.vivino.com/nativ-anniversary/w/7599543?year=2016
775,Tufaliccio Rosso ,3.7,Lazio,https://www.vivino.com/marco-carpineti-tufaliccio-rosso/w/1186831?year=2018
776,Primitivo Salento Torcicoda ,4.1,Salento,https://www.vivino.com/tormaresca-primitivo-salento-torcicoda/w/60984?year=2017
777,Valle delle Stelle ,4.0,Toscana,https://www.vivino.com/brancatelli-valle-delle-stelle/w/1247859?year=2015
778,Barbera Langhe Casaret ,3.7,Langhe,https://www.vivino.com/abbona-marziano-and-c-ss-barbera-langhe-casaret/w/1566580?year=2018
779,La Ghirlanda Chianti Classico ,4.1,Chianti Classico,https://www.vivino.com/bindi-sergardi-la-ghirlanda-chianti-classico/w/3601890?year=2016
780,Barbera d'Alba Trevigne ,3.8,Barbera d'Alba,https://www.vivino.com/domenico-clerico-barbera-d-alba-trevigne/w/92710?year=2016
781,Mio Silenzio Grande Edizione ,3.8,Toscana,https://www.vivino.com/ponte-lungo-mio-silenzio-grande-edizione-s87af/w/6555682?year=2015
782,Graticcio Appassionato ,3.7,Veneto,https://www.vivino.com/tommasi-graticcio-appassionato/w/2254874?year=2018
783,Synthesi ,3.3,Aglianico del Vulture,https://www.vivino.com/paternoster-wines-synthesi/w/93009?year=2016
784,Poggio Al Tufo Rompicollo ,3.9,Maremma Toscana,https://www.vivino.com/tommasi-poggio-al-tufo-rompicollo/w/2305446?year=2016
785,Rocca Pagliara Appassimento Rosso ,4.1,Puglia,https://www.vivino.com/botter-rocca-pagliara-appassimento-rosso/w/4972086?year=2017
786,Le Pruneé Merlot ,3.6,delle Venezie,https://www.vivino.com/tommasi-le-prunee-merlot/w/7090?year=2017
787,Moma Rosso ,3.8,Emilia,https://www.vivino.com/umberto-cesari-moma-rosso/w/1133878?year=2018
788,Shadir Nero d'Avola ,3.6,Terre Siciliane,https://www.vivino.com/todaro-shadir-nero-d-avola/w/2411591?year=2017
789,Barbera d'Asti Le Orme ,3.6,Barbera d'Asti,https://www.vivino.com/michele-chiarlo-barbera-d-asti-le-orme-barbera-dasti-red-wine-v/w/86571?year=2017
