,name,rating,sub_region,year,price_DKK,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,cardinal_1,cardinal_2
2082,Brunello di Montalcino ,4.3,Brunello di Montalcino,2015,349 ,28,514.0,0.438882,0.522859,0.0394217,0.618545,Casisano - Colombaio,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2083,Vürsù Barolo Campè ,4.3,Barolo,2015,1100 ,53,732.0,0.6242350000000001,0.770282,0.07238030000000001,0.807193,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2084,Barolo Pajana ,4.3,Barolo,2015,499 ,47,577.0,0.6278489999999999,0.790297,0.090744,0.819452,Domenico Clerico,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2085,Scaia Rosso (Corvina) ,3.8,Veneto,2015,112.50 ,3923,1702.0,0.60755,0.352446,0.16584700000000002,0.248711,Tenuta Sant'Antonio,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
2086,Brea Vigna Ca'Mia Barolo ,4.3,Barolo,2015,599 ,35,133.0,0.587311,0.792637,0.045815299999999996,0.7975660000000001,Brovia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2087,Contento Barbera d'Asti Superiore ,4.3,Barbera d'Asti,2015,299 ,28,8.0,0.44425899999999996,0.26069400000000004,0.153565,0.574306,Villa Susti,semi light,smooth,semi dry,semi acidic,Piemonte,North,North-west
2088,Barolo Castiglione ,4.2,Barolo,2015,449 ,1015,2268.0,0.592846,0.7581650000000001,0.019672000000000002,0.825,Vietti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2089,Barolo Ciabot Mentin ,4.3,Barolo,2015,599 ,27,356.0,0.6483969999999999,0.825,0.023579800000000005,0.825,Domenico Clerico,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2090,Toscana I Sodi di San Niccolo ,4.3,Toscana,2015,599 ,388,1029.0,0.46484499999999995,0.40964500000000004,0.099861,0.464202,Castellare,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2091,Poggio Alle Nane Maremma Toscana ,4.3,Maremma Toscana,2015,499 ,443,220.0,0.524007,0.367545,0.120823,0.397132,Le Mortelle,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2092,Barolo ,4.3,Barolo,2015,698 ,721,3248.0,0.601764,0.7459950000000001,0.007924900000000004,0.819314,Pio Cesare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2093,Toscana ,4.3,Toscana,2015,598 ,792,647.0,0.506693,0.414202,0.051571,0.434486,Il Borro,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2094,Valpolicella Ripasso Superiore ,3.8,Valpolicella Ripasso,2015,220 ,116,76.0,0.6424169999999999,0.344467,0.288323,0.236035,Dal Cero,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
2095,Amarone della Valpolicella ,4.4,Amarone della Valpolicella,2015,548.59 ,37,365.0,0.825,0.22476999999999997,0.48821999999999993,0.21311800000000003,Roccolo Grassi,bold,smooth,sweet,semi soft,Veneto,North,North-east
2096,Brunello di Montalcino Pianrosso ,4.4,Brunello di Montalcino,2015,549 ,117,882.0,0.432516,0.5347379999999999,0.0561388,0.623369,Ciacci Piccolomini d'Aragona,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2097,Terre Brune Superiore Carignano del Sulcis ,4.2,Carignano del Sulcis,2015,399 ,466,654.0,0.805902,0.41166800000000003,0.286503,0.23701899999999998,Santadi,bold,semi smooth,semi dry,semi soft,Sardegna,West,West
2098,Brunello di Montalcino ,4.4,Brunello di Montalcino,2015,750 ,69,1041.0,0.44640500000000005,0.5423020000000001,0.053094,0.631921,Conti Costanti,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2099,Ca' Coato Amarone della Valpolicella Classico ,4.4,Amarone della Valpolicella Classico,2015,299 ,41,94.0,0.825,0.165503,0.53452,0.21150400000000003,Antolini,bold,smooth,sweet,soft,Veneto,North,North-east
2100,Vürsù Barbaresco Starderi ,4.4,Barbaresco,2015,899 ,37,485.0,0.619091,0.7191240000000001,0.07349919999999999,0.825,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2101,Barolo Aeroplan Servaj ,4.4,Barolo,2015,699 ,34,158.0,0.62568,0.768304,0.120355,0.8152339999999999,Domenico Clerico,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2102,Amarone della Valpolicella ,3.9,Amarone della Valpolicella,2015,189 ,182,129.0,0.498489,0.32148200000000005,0.182067,0.506773,Villa Molino,semi light,semi smooth,semi dry,semi acidic,Veneto,North,North-east
2103,Barolo Cannubi ,4.4,Barolo,2015,699 ,33,212.0,0.593065,0.7784359999999999,0.0236423,0.825,Michele Chiarlo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2104,Amarone della Valpolicella Classico ,3.9,Amarone della Valpolicella Classico,2015,239 ,162,54.0,0.805601,0.209911,0.455015,0.23572700000000002,La Tirela,bold,smooth,sweet,semi soft,Veneto,North,North-east
2105,Langhe Nebbiolo ,3.9,Langhe,2015,199 ,155,65.0,0.639493,0.816149,0.034583300000000004,0.825,Gian Piero Marrone,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2106,Donna Marzia La Passione Segreta Negroamaro ,3.9,Puglia,2015,100 ,146,21.0,0.741708,0.341073,0.342625,0.18125,Conti Zecca,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
2107,Bottiglia Particolare ,4.6,Chianti,2015,332.83 ,125,92.0,0.467945,0.315317,0.08909800000000001,0.41442300000000004,Verrazzano,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2108,Chianti Classico Riserva ,3.9,Chianti Classico,2015,169 ,142,86.0,0.418037,0.560741,0.057508,0.673638,Monte Bernardi,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2109,Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2015,389 ,5676,6120.0,0.825,0.20305999999999996,0.474394,0.20458600000000002,Tommasi,bold,smooth,sweet,soft,Veneto,North,North-east
2110,Badia a Passignano Gran Selezione Chianti Classico ,4.3,Chianti Classico,2015,299 ,2371,2239.0,0.45927,0.530803,0.059231,0.602,Antinori,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2111,Ciabot Tanasio Barolo ,4.1,Barolo,2015,199 ,52,205.0,0.613811,0.7593429999999999,0.0,0.825,Sobrero,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2112,Valpolicella Ripasso Superiore ,4.1,Valpolicella Ripasso,2015,149 ,70,15.0,0.666281,0.38278300000000004,0.24374400000000002,0.29572699999999996,Corte Cavedini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
2113,Kurni Marche ,4.6,Marche,2015,1452.47 ,626,579.0,0.545371,0.39981099999999997,0.31029,0.40286099999999997,Oasi degli Angeli,semi bold,semi smooth,semi sweet,semi soft,Marche,East,East
2114,Guardiavigna ,4.6,Toscana,2015,3516.55 ,37,199.0,0.825,0.170944,0.517639,0.183023,Giusti,bold,smooth,sweet,soft,Toscana,North,North-west
2115,Pinot Nero ,4.2,Vigneti delle Dolomiti,2015,275 ,164,132.0,0.336356,0.253112,0.0209633,0.660928,Dalzocchio,light,smooth,dry,acidic,Veneto,North,North-east
2116,Maremma Toscana Le Sughere di Frassinello ,3.9,Maremma Toscana,2015,429 ,1230,1114.0,0.480946,0.405205,0.0521047,0.427654,Rocca di Frassinello,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2117,Barbaresco Vigneto Brich Ronchi ,4.2,Barbaresco,2015,359 ,163,417.0,0.602923,0.680685,0.01740469999999999,0.816777,Albino Rocca,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2118,Bolgheri Superiore ,4.2,Bolgheri Superiore,2015,461.81 ,1219,1012.0,0.6292230000000001,0.641467,0.0659914,0.523563,Grattamacco,semi bold,tannic,dry,semi acidic,Toscana,North,North-west
2119,Paolin Barbaresco ,4.1,Barbaresco,2015,320 ,37,91.0,0.613554,0.730439,0.030066199999999998,0.825,Cascina Luisin,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2120,Quattordici  Apulien Primitivo di Manduria ,3.5,Primitivo di Manduria,2015,50 ,1214,263.0,0.615866,0.20278600000000002,0.36924300000000004,0.140626,Cantolio,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
2121,Bricco San Giuliano Barbaresco ,3.7,Barbaresco,2015,229 ,64,250.0,0.6118199999999999,0.659802,0.03815169999999999,0.825,Pasquale Pelissero,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2122,Rosso ,3.1,Toscana,2015,29.48 ,1213,10.0,0.27139199999999997,0.389304,0.0,0.517911,Dante di Fiorenza,light,semi smooth,dry,semi acidic,Toscana,North,North-west
2123,Rabajà Barbaresco ,4.1,Barbaresco,2015,350 ,51,155.0,0.605677,0.674905,0.0,0.804365,Cascina Luisin,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2124,Brunello di Montalcino ,4.2,Brunello di Montalcino,2015,699 ,174,991.0,0.44913899999999995,0.54522,0.0596187,0.611675,Castello Romitorio,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2125,Langhe Rosso ,3.8,Langhe,2015,79.89 ,1207,1650.0,0.587757,0.386118,0.130486,0.32437399999999994,G.D. Vajra,semi bold,semi smooth,dry,semi soft,Piemonte,North,North-west
2126,Bric Valdiana Roero ,4.1,Roero,2015,300 ,58,82.0,0.6162100000000001,0.825,0.079611,0.825,Giovanni Almondo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2127,Riserva ,4.1,Brindisi,2015,70.69 ,1205,270.0,0.6438720000000001,0.19872,0.32332500000000003,0.11306200000000001,Doppio Passo,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
2128,Brunello di Montalcino Le Potazzine ,4.1,Brunello di Montalcino,2015,675 ,66,405.0,0.425106,0.544265,0.0031061000000000005,0.623769,Le Potazzine,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2129,Franchetti ,4.2,Terre Siciliane,2015,850 ,156,297.0,0.815701,0.45621,0.26622599999999996,0.285959,Passopisciaro,bold,semi tannic,semi dry,semi soft,Sicilia,South,South
2130,Valpolicella Classico Superiore ,3.8,Valpolicella,2015,110.24 ,1202,767.0,0.42674100000000004,0.270372,0.156917,0.49793,Zenato,semi light,semi smooth,semi dry,semi acidic,Veneto,North,North-east
2131,Barolo ,4.1,Barolo,2015,349 ,66,95.0,0.572893,0.72625,0.0001841999999999988,0.78641,Coppo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2132,Barolo Villero ,4.2,Barolo,2015,341.89 ,153,215.0,0.570257,0.73832,0.0396851,0.780979,Giacomo Fenocchio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2133,Villa Santera Primitivo di Manduria ,3.9,Primitivo di Manduria,2015,117.50 ,1219,636.0,0.652424,0.195167,0.426723,0.08761,Leone de Castris,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
2134,Montepulciano d'Abruzzo ,4.2,Montepulciano d'Abruzzo,2015,844.17 ,173,1115.0,0.34834499999999996,0.393634,0.0704062,0.623195,Emidio Pepe,light,semi smooth,dry,acidic,Abruzzo,East,East
2135,Massimino ,4.1,Verona,2015,149 ,82,90.0,0.667873,0.463557,0.23491800000000002,0.301496,Venturini,semi bold,semi tannic,semi dry,semi soft,Veneto,North,North-east
2136,Amadio ,3.7,Toscana,2015,159 ,35,12.0,0.43762500000000004,0.445906,0.0,0.4125,Buccia Nera,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2137,Pegrandi Amarone della Valpolicella Classico ,4.4,Amarone della Valpolicella Classico,2015,263.68 ,30,152.0,0.825,0.203104,0.503348,0.217211,Vaona,bold,smooth,sweet,semi soft,Veneto,North,North-east
2138,Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2015,199 ,1264,245.0,0.82262,0.284047,0.417594,0.239098,Biscardo,bold,semi smooth,semi sweet,semi soft,Veneto,North,North-east
2139,Primitivo di Manduria ,3.9,Primitivo di Manduria,2015,62.30 ,1249,784.0,0.661165,0.207235,0.42139899999999997,0.123764,Notte Rossa,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
2140,No Name ,4.0,Piemonte,2015,319 ,1394,976.0,0.604202,0.460862,0.092996,0.30137,Borgogno,semi bold,semi tannic,dry,semi soft,Piemonte,North,North-west
2141,Nero d'Avola ,3.1,Terre Siciliane,2015,48.77 ,1241,16.0,0.449803,0.366952,0.22407900000000003,0.3475,Duca di Sargento,semi light,semi smooth,semi dry,semi soft,Sicilia,South,South
2142,Barbaresco ,4.0,Barbaresco,2015,295 ,147,78.0,0.5116470000000001,0.680365,0.017991800000000006,0.825,Abbona,semi light,tannic,dry,acidic,Piemonte,North,North-west
2143,Chianti Riserva ,3.5,Chianti,2015,55.55 ,1262,338.0,0.393333,0.520718,0.0,0.619013,Grifone,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2144,Poggio ai Ginepri Bolgheri ,3.8,Bolgheri,2015,107.86 ,1236,813.0,0.627987,0.591097,0.0441127,0.48818199999999995,Tenuta Argentiera,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
2145,Chianti Classico Riserva Ser Lapo ,3.8,Chianti Classico,2015,119 ,1236,1738.0,0.424309,0.547213,0.033632999999999996,0.602692,Mazzei,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2146,Barolo Bussia Romirasco ,4.6,Barolo,2015,2000 ,34,232.0,0.601872,0.752359,0.066899,0.825,Aldo Conterno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2147,Moda' Montepulciano d'Abruzzo ,3.8,Montepulciano d'Abruzzo,2015,143.23 ,1229,960.0,0.329816,0.323418,0.082181,0.600364,Talamonti,light,semi smooth,dry,semi acidic,Abruzzo,East,East
2148,Toscana ,4.2,Toscana,2015,371.68 ,178,867.0,0.516976,0.42052300000000004,0.100042,0.43127099999999996,Caiarossa,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2149,Tenuta di Campriano Chianti Riserva ,3.7,Chianti,2015,225 ,46,14.0,0.40875,0.473864,0.0,0.604046,Buccia Nera,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2150,A Amarone della Valpolicella ,4.2,Amarone della Valpolicella,2015,299 ,1229,1155.0,0.825,0.201273,0.483058,0.195794,Alpha Zeta,bold,smooth,sweet,soft,Veneto,North,North-east
2151,Barolo Castelletto ,4.1,Barolo,2015,299 ,27,42.0,0.4722,0.726145,0.016158000000000002,0.762807,Forte Masso,semi light,tannic,dry,acidic,Piemonte,North,North-west
2152,Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2015,643.06 ,34,107.0,0.825,0.208703,0.531077,0.200012,L’Arco,bold,smooth,sweet,soft,Veneto,North,North-east
2153,Chianti Classico ,3.9,Chianti Classico,2015,111.73 ,1226,567.0,0.45409,0.531658,0.004204400000000001,0.611465,Verrazzano,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2154,L'Alberello Bolgheri Superiore ,4.2,Bolgheri Superiore,2015,347.33 ,175,129.0,0.6462260000000001,0.63503,0.0212364,0.49686199999999997,Grattamacco,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
2155,Serre Susumaniello ,4.0,Salento,2015,70.35 ,1198,465.0,0.790945,0.33969499999999997,0.334736,0.230366,Cantine due Palme,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
2156,Sperss Barolo ,4.6,Barolo,2015,2472.50 ,40,91.0,0.587323,0.825,0.0,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2157,Pepe Nero Salento Rosso ,3.7,Salento,2015,79 ,116,34.0,0.825,0.379236,0.33466799999999997,0.181736,Cignomoro,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
2158,Conte Gastone Amarone della Valpolicella ,4.1,Amarone della Valpolicella,2015,369 ,229,83.0,0.790723,0.202947,0.44079999999999997,0.236648,Massimago,bold,smooth,sweet,semi soft,Veneto,North,North-east
2159,Morópio Amarone della Valpolicella Classico ,4.2,Amarone della Valpolicella Classico,2015,239 ,91,216.0,0.8098040000000001,0.19273800000000002,0.505028,0.224247,Antolini,bold,smooth,sweet,semi soft,Veneto,North,North-east
2160,Valpolicella Superiore ,4.2,Valpolicella,2015,199 ,90,43.0,0.45541699999999996,0.233323,0.154448,0.49826,Corte Canella,semi light,smooth,semi dry,semi acidic,Veneto,North,North-east
2161,Redigaffi Toscana ,4.6,Toscana,2015,2520.89 ,365,641.0,0.506769,0.392239,0.144144,0.406633,Tua Rita,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2162,Barbaresco ,4.1,Barbaresco,2015,698 ,192,1070.0,0.578348,0.6502070000000001,0.0343185,0.825,Pio Cesare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2163,Braccale Rosso ,3.8,Toscana,2015,193.73 ,1181,263.0,0.458345,0.404672,0.061559899999999994,0.447356,Jacopo Biondi-Santi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2164,Nero d'Avola ,3.7,Terre Siciliane,2015,88.64 ,1173,730.0,0.825,0.384641,0.221708,0.24491999999999997,Principi di Butera,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
2165,Terra del Varo Irpinia Aglianico ,3.7,Irpinia,2015,109 ,140,67.0,0.786491,0.363256,0.216959,0.226817,Cavalier Pepe,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
2166,Primitivo Salento Torcicoda ,4.1,Salento,2015,189 ,3258,2190.0,0.640382,0.198568,0.37797400000000003,0.105161,Tormaresca,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
2167,Scaia Paradiso ,4.1,Veneto,2015,159 ,894,415.0,0.649444,0.33020000000000005,0.24171399999999998,0.20704899999999998,Tenuta Sant'Antonio,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
2168,Ruit Hora ,3.9,Bolgheri,2015,120 ,1197,516.0,0.6413070000000001,0.595457,0.0338535,0.5061140000000001,Caccia Al Piano,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
2169,Toscana ,3.9,Toscana,2015,145.25 ,1162,683.0,0.46562,0.39596200000000004,0.079809,0.43006700000000003,La Massa,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2170,Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2015,445.42 ,1176,3261.0,0.825,0.23157599999999998,0.48214,0.208781,Allegrini,bold,smooth,sweet,soft,Veneto,North,North-east
2171,Casamatta Toscana  Rosso ,3.6,Toscana,2015,83.27 ,1158,695.0,0.396095,0.35962099999999997,0.027069300000000008,0.44121299999999997,Bibi Graetz,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2172,Barolo Serralunga ,4.1,Barolo,2015,319 ,425,655.0,0.631621,0.789856,0.0,0.825,Pira Luigi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2173,Etna Calderara Sottana Rosso ,4.1,Etna,2015,399 ,547,439.0,0.72381,0.419768,0.214816,0.31989199999999995,Tenuta delle Terre Nere,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
2174,Guerriero della Terra ,4.6,Marche,2015,138.36 ,291,292.0,0.6007979999999999,0.31931899999999996,0.39320099999999997,0.36387,Guerrieri,semi bold,semi smooth,semi sweet,semi soft,Marche,East,East
2175,Barolo ,4.1,Barolo,2015,199 ,112,427.0,0.610506,0.767676,0.0,0.8217610000000001,Andrea Oberto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2176,Vigneto Il Poggio Gran Selezione Chianti Classico ,4.2,Chianti Classico,2015,495 ,26,29.0,0.45557899999999996,0.540411,0.081526,0.560108,Castello di Monsanto,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2177,Barolo ,3.5,Barolo,2015,119.95 ,1195,790.0,0.594372,0.7592570000000001,0.0,0.825,Terre da Vino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2178,Nero d'Avola - Cabernet Sauvignon Organic ,3.7,Sicilia,2015,65 ,1177,238.0,0.806413,0.37129199999999996,0.293861,0.194464,Raccolto,bold,semi smooth,semi sweet,soft,Sicilia,South,South
2179,Gattinara ,3.7,Gattinara,2015,199 ,123,316.0,0.599688,0.761501,0.013013199999999996,0.825,Torraccia del Piantavigna,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2180,Le Lucciole ,4.1,Romagna,2015,449 ,123,52.0,0.610724,0.493704,0.06614369999999999,0.346655,Chiara Condello,semi bold,semi tannic,dry,semi soft,Emilia Romagna,North,North
2181,Cà d'Oro Garda Cabernet Sauvignon ,4.4,Garda,2015,239 ,53,40.0,0.64932,0.34051000000000003,0.31125,0.237895,Roveglia,semi bold,semi smooth,semi sweet,semi soft,Lombardia,North,North
2182, ,4.6,Valtellina,2015,671.50 ,40,9.0,0.663246,0.50155,0.267836,0.25155,Plozza,semi bold,semi tannic,semi dry,semi soft,Lombardia,North,North
2183,Barbera d'Alba ,3.5,Barbera d'Alba,2015,85.66 ,1193,499.0,0.49187,0.16450900000000002,0.0280462,0.595102,Prunotto,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
2184,Toscana Poggio Ai Merli ,4.1,Toscana,2015,599 ,77,146.0,0.535391,0.422389,0.10758699999999999,0.42567,Castellare,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
2185,Castelgreve Chianti Classico Riserva ,3.6,Chianti Classico,2015,69.60 ,1198,611.0,0.427029,0.54061,0.0,0.601596,Castelli del Grevepesa,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2186,Vie Erte Barbaresco ,4.1,Barbaresco,2015,450 ,121,200.0,0.610475,0.684276,0.05744669999999999,0.825,Cigliuti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2187,Cà d'Oro Garda Cabernet Sauvignon ,4.4,Garda,2015,239 ,53,40.0,0.64932,0.34051000000000003,0.31125,0.237895,Roveglia,semi bold,semi smooth,semi sweet,semi soft,Veneto,North,North-east
2188,Amaranta Montepulciano d'Abruzzo ,4.3,Montepulciano d'Abruzzo,2015,199 ,3950,1891.0,0.409136,0.36200299999999996,0.133799,0.583145,Tenuta Ulisse,semi light,semi smooth,dry,semi acidic,Abruzzo,East,East
2189,Gigino  Anniversario ,4.3,Toscana,2015,129 ,624,232.0,0.617912,0.32528599999999996,0.27247699999999997,0.319377,Barbanera,semi bold,semi smooth,semi dry,semi soft,Toscana,North,North-west
2190,Amarone della Valpolicella Valpantena ,4.2,Amarone della Valpolicella Valpantena,2015,223.53 ,1193,788.0,0.825,0.227219,0.447477,0.23106300000000002,Bertani,bold,smooth,sweet,semi soft,Veneto,North,North-east
