,price,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
1060,139.95 kr.,53.2402,26.9236,9.36791,63.952,13.5,,,Broccardo
1061,495 kr.,65.8114,80.2173,8.4749,84.7347,,,,Azelia
1062,59 kr.,64.2388,21.1614,45.2117,13.0195,,,,Botter
1063,75 kr.,55.353,19.5786,8.09825,61.5917,,,,San Silvestro
1064,65 kr.,45.2692,37.0897,0.46314,40.7212,,,,Botter
1065,69 kr.,28.628,17.666,3.376,68.644,13,,,Franco Serra
1066,469 kr.,64.5834,77.1247,10.9959,85,,,,Attilio Ghisolfi
1067,125 kr.,68.8735,22.557,42.8665,11.4113,14.5,,,Apollonio
1068,189.94 kr.,65.7749,28.8553,40.4284,26.7003,12,,,Colterenzio (Schreckbichl)
1069,125 kr.,65.8496,44.9586,26.3776,34.6463,,,,Venturini
1070,79 kr.,69.3734,17.8117,38.0997,6.35442,14.5,,,Vetrere
1071,215 kr.,52.2625,47.1314,11.4802,44.1683,14,,,Poggio Bonelli
1072,85.50 kr.,55.025,21.5781,5.97412,64.5531,,,,Alasia
1073,270 kr.,85,24.6731,43.101,22.1779,,,,I Gelsi
1074,108.53 kr.,66.3062,40.9245,17.5622,32.2155,,,,Colterenzio (Schreckbichl)
1075,130.65 kr.,30.842,17.6554,9.83031,59.9715,,,,Weingut Unterortl - Castel Juval
1076,195.67 kr.,61.9262,41.8165,18.3804,27.5867,,,,San Patrignano
1077,108.90 kr.,66.8442,36.5649,8.41991,27.026,,,,Colterenzio (Schreckbichl)
1078,110.24 kr.,85,41.1118,34.081,24.973,,,,Quarta Generazione
1079,269 kr.,80.4458,18.75,55.2289,22.2289,,,,Degani
1080,103.53 kr.,64.6729,42.2968,13.3857,31.0696,,,,Paolo Scavino
1081,579.50 kr.,50.3754,50.0073,15.9997,48.8497,14,,,Podere San Cristoforo
1082,231.65 kr.,52.4701,43.4952,15.5922,43.4871,14,,,San Felice
1083,170.57 kr.,39.3537,19.2912,0,67.3192,,,,Bellaveder
1084,134 kr.,77.6844,40.3651,28.0141,31.1366,13,,,Torrevento
1085,70 kr.,79.7425,41.3375,21.9141,27.0902,,,,Tenuta Iuzzolini
1086,193.66 kr.,63.0678,80.1384,0,82.2316,,,,Pecchenino
1087,69 kr.,81.4721,39.3129,32.1747,23.18,,,,Candido
1088,325 kr.,66.1053,26.2621,0.57785,63.9814,,,,Tenuta Tenaglia
1089,99 kr.,79.4152,44.5905,25.848,24.5207,,,,Candido
1090,100.56 kr.,76.5056,33.8685,29.9889,20.8389,,,,Gennaro Papa
1091,133.33 kr.,55.3923,42.2053,12.8765,33.5297,13.4,,,Nino Negri
1092,63.31 kr.,65.7156,32.7814,20.1134,31.2935,,,,Cantine Astroni
1093,110.91 kr.,56.0414,44.392,10.7029,32.8604,,,,J. Hofstätter
1094,179 kr.,41.7132,38.9462,1.80976,67.1514,,,,Frentana
1095,149 kr.,65.7417,73.1676,7.95285,85,,,,Cà Nova - Codecasa Giada
1096,149 kr.,51.5094,38.48,13.9505,48.2146,14.5,,,Cantina Vignaioli del Morellino di Scansano
1097,249 kr.,46.0231,40.2185,13.9706,66.292,,,,Terzini
1098,75 kr.,51.1097,39.3899,17.2604,42.0978,,,,Il Cinghiale Sfuggente Governo
1099,74.41 kr.,38.7411,38.4875,20.6929,66.6893,,,,Torri
1100,178.02 kr.,84.45,49.6029,20.5779,34.0735,,,,Donnachiara
1101,159 kr.,56.5565,20.2755,10.0231,60.1911,,,,Fratelli Alessandria
1102,129 kr.,46.5866,59.5135,11.5388,60.8845,,,,Chioccioli
1103,169 kr.,49.032,38.1288,11.7375,50.3845,13,,,Banfi
1104,47.30 kr.,83.2922,40.1383,28.0375,28.4065,13,,,Castello Monaci
1105,149 kr.,58.775,23.541,1.79628,67.9739,,,,Costa di Bussia - Tenuta Arnulfo
1106,139 kr.,53.4376,43.1873,13.1685,36.6208,,,,Fratelli Alessandria
1107,425 kr.,55.9645,59.3369,9.5748,65.8495,,,,Poliziano
1108,174 kr.,68.1925,41.7162,27.2998,24.8221,,,,Aldegheri
1109,1233.48 kr.,54.1604,44.4989,11.1866,45.2636,,,,Tua Rita
1110,106.95 kr.,41.0377,45.6131,11.6522,51.7346,,,,Tenuta Fionia
1111,166.70 kr.,62.2214,43.3876,13.6538,32.6667,,,,Ansitz Waldgries
1112,95 kr.,85,38.5306,25.9289,23.6054,,,,La Mura
1113,143.95 kr.,50.1296,40.6086,6.83305,49.2005,,,,Canonica a Cerreto
1114,162.38 kr.,45.4761,24.8957,0,72.0065,,,,Cantina al di là del Fiume
1115,291.95 kr.,83.3347,47.7385,22.1311,30.6777,14.5,,,Villa Matilde
1116,425 kr.,65.5942,69.9158,0,81.3656,,,,Ferdinando Principiano
1117,171 kr.,51.3199,36.5761,21.806,38.1841,,,,Poggio Civetta
1118,345 kr.,61.7734,77.5348,6.92583,84.9386,,,,Ferdinando Principiano
1119,88.64 kr.,66.8257,20.3746,38.3969,13.4108,,,,Tenuta Pozzopalo
1120,249 kr.,57.9083,31.9501,8.54239,65.6147,,,,Gian Piero Marrone
1121,105 kr.,84.9964,35.185,36.4335,19.2076,,,,Don Vincenzo
1122,81.19 kr.,42.5,26.0377,12.2945,56.0685,,,,Bolla
1123,235 kr.,61.9473,39.572,18.4273,40.382,14.5,,,Paolo Cottini
1124,205 kr.,60.6519,63.3936,0,85,,,,Lodali
1125,305 kr.,57.3314,60.482,5.30295,66.8868,,,,Montemercurio
1126,265 kr.,60.8766,75.9326,1.45539,83.1411,,,,Lodali
1127,129 kr.,43.7649,53.9111,0.03488,65.1184,13.5,,,Banfi
1128,150 kr.,57.1789,26.5398,7.65194,66.1701,,,,Oddero
1129,165 kr.,55.9837,27.2233,2.97982,66.6452,,,,Oddero
1130,165 kr.,58.978,24.3617,7.64968,63.2027,14.5,,,Vigneti Massa
1131,160 kr.,63.0256,49.1317,13.8499,26.6122,,,,Vigneti Massa
1132,349 kr.,62.1742,62.5638,23.5823,57.0251,,,,Rivetti & Lauro
1133,119 kr.,61.2108,42.6667,14.8971,35.7059,,,,Boschis Francesco
1134,207.14 kr.,66.6798,46.3801,14.4966,38.2106,,,,Haderburg
1135,135.30 kr.,65.5014,42.7089,25.5255,31.9462,,,,Selva Capuzza
1136,377.12 kr.,59.6793,80.3293,2.99268,85,,,,Sordo
1137,399 kr.,63.351,72.6165,5.74527,82.4964,14.5,,,Manzone
1138,399 kr.,61.6098,40.2416,34.8861,27.9134,12.5,,,Dario Coos
1139,450 kr.,60.1143,64.9832,0,65.4482,,,,Metinella
1140,117.31 kr.,42.919,34.8716,5.21333,43.4762,13.2,,,Tenuta Il Palagio
1141,72.62 kr.,32.8162,34.2431,1.43083,62.4249,13.5,,,Fosso Corno
1142,318 kr.,56.0577,82.9231,14.8782,85,,,,Palladino
1143,76.20 kr.,52.8719,45.5442,0,49.3323,,,,Torre a Cenaia
1144,68.97 kr.,41.1277,38.2618,3.49094,40.3514,13,,,Torre a Cenaia
1145,59.59 kr.,85,46.7908,19.568,30.267,,,,Cantina Colomba Bianca
1146,298 kr.,69.5175,23,38.9236,14.3185,,,,Tenuta Patruno Perniola
1147,169 kr.,68.2069,25.5283,26.9852,26.2832,,,,Tenuta Patruno Perniola
1148,449 kr.,61.7006,18.9121,11.4564,57.2907,,,,Tenuta la Meridiana
1149,315 kr.,54.1363,37.2547,10.2249,44.9726,14.5,,,Piaggia
1150,264 kr.,31.4617,24.6918,4.00687,65.0472,,,,Weingut Gottardi
1151,159 kr.,54.1809,80.5783,0.97644,85,14.5,,,Fratelli Alessandria
1152,335 kr.,85,22.0709,44.116,22.616,,,,Degani
1153,43.95 kr.,72.5101,41.7055,26.2695,31.2616,,,,Tenuta Rapitalà
1154,222 kr.,58.8223,43.3855,12.7078,23.0542,,,,Isolabella della Croce
1155,125 kr.,70.0966,33.7765,15.6951,16.7955,,,,Tinazzi
1156,520.65 kr.,65.2353,82.1519,5.68808,85,,,,Paolo Scavino
1157,90 kr.,85,41.2266,28.8697,25.9585,,,,Fazio
1158,226.66 kr.,64.0075,39.5827,24.2827,26.8143,13.5,,,Tiefenbrunner
1159,80.82 kr.,85,42.5215,24.0353,22.6199,,,,Farnese
1160,115 kr.,59.9629,38.5819,12.0153,25.7478,,,,Martoccia
1161,105.25 kr.,52.893,27.2648,4.1875,66.357,,,,Simone Scaletta
1162,543.82 kr.,66.8399,83.0583,1.41253,85,,,,Simone Scaletta
1163,33.52 kr.,83.0217,40.6088,26.7893,25.2948,,,,Cantine Pellegrino
1164,197.39 kr.,64.9353,63.1815,9.13421,48.0355,,,,Azienda Agricola I Luoghi
1165,398.94 kr.,52.9192,45.0587,6.73355,48.0023,,,,Fattoria di Magliano
1166,148.97 kr.,49.2769,44.9058,21.9635,48.5981,,,,Conte Leopardi
1167,148.23 kr.,59.125,53.4467,0,51.4383,,,,Cantine Martinelli
1168,55.86 kr.,85,37.8021,37.1236,23.9806,13,,,Cantine due Palme
1169,81.19 kr.,45.5698,36.6274,2.97217,48.9023,,,,Altesino
1170,189 kr.,63.608,40.8679,16.9176,21.267,,,,Diego Conterno
1171,199 kr.,42.9477,33.8941,10.0423,43.4622,,,,Lornano
1172,179 kr.,49.5677,36.8461,6.43461,44.7472,,,,Donna Olimpia
1173,100.56 kr.,82.7464,42.116,25.1757,27.8146,14.5,,,Firriato
1174,103.91 kr.,63.571,34.8085,21.0051,27.9901,,,,Tommasi
1175,155 kr.,85,41.8663,25.7223,25.8421,,,,Argiolas
1176,185 kr.,61.5473,72.7517,9.30913,77.2292,,,,Plozza
1177,299 kr.,52.7249,42.518,13.0322,44.8148,14,,,Castello del Terriccio
1178,425 kr.,53.3876,68.2569,1.55046,85,,,,Prinsi
1179,149 kr.,45.6154,27.0769,0,69.0385,,,,Bonfante & Chiarle
1180,196.15 kr.,73.3515,52.2051,20.3379,22.7793,,,,Monte delle Vigne
1181,148.82 kr.,85,34.3419,24.6608,26.0122,,,,Cocevola
1182,468.51 kr.,52.0862,84.3822,19.3161,85,14.5,,,Tenuta Cucco
1183,134.07 kr.,65.1757,47.4718,14.9966,27.0495,,,,Ornella Molon
1184,135 kr.,63.9439,85,0.257382,85,,,,Diego Conterno
1185,402.22 kr.,85,24.0517,50.3224,23.2687,,,,Musella
1186,110.39 kr.,61.2584,36.0486,16.69,28.4802,,,,Noventa
1187,236.64 kr.,85,48.8571,29.9344,26.0763,14,,,Conti Zecca
1188,99.81 kr.,58.145,22.5922,7.15719,67.8092,,,,Il Falchetto
1189,145.99 kr.,46.5035,37.549,12.855,48.233,14,,,Bibi Graetz
1190,335 kr.,85,23.9502,48.6899,20.0792,15,,,Adalia Azienda Agricola
1191,96.09 kr.,67.1517,44.0451,12.4696,30.7392,13,,,Fantinel
1192,59.59 kr.,48.3391,40.8047,3.37969,40.5555,14,,,Tenuta di Tavignano
1193,66.29 kr.,51.401,55.944,0.255208,52.1185,,,,Trere
1194,95.71 kr.,62.7215,38.1884,10.1918,24.2877,,,,Fattoria Zerbina
1195,183.61 kr.,57.1665,27.0538,5.32677,66.2063,14,,,Olim Bauda
1196,250 kr.,54.0853,42.4158,10.1716,45.5446,,,,San Fabiano Calcinaia
1197,349 kr.,63.5918,71.3047,4.15069,85,13.5,,,Rizzi
1198,118.43 kr.,50.0329,43.8668,6.08259,45.5424,,,,Conti di San Bonifacio
1199,180.78 kr.,54.1264,24.7416,21.545,65.6773,15,,,Matteo Correggia
1200,99 kr.,64.1354,41.9653,1.9984,40.508,,,,Cantina di Dolianova
1201,44.69 kr.,77.3056,35.5028,26.9528,25.4943,13.5,,,Leone de Castris
1202,799 kr.,63.7006,81.0514,0,84.7581,14,,,Silvio Grasso
1203,163 kr.,60.985,26.2799,4.88461,70.1923,,,,Orlando Abrigo
1204,443.19 kr.,59.0172,74.0118,6.0238,82.005,,,,Guido Porro
1205,108.90 kr.,66.3377,36.9361,29.9718,22.7557,,,,Stefano Accordini
1206,148.90 kr.,69.4614,40.4289,6.23984,23.4756,,,,Niedermayr
1207,66.74 kr.,63.1735,39.3673,14.174,28.3704,,,,Maculan
1208,134.37 kr.,64.5317,37.0675,19.4111,24.4986,,,,Cantina Bolzano / Kellerei Bozen
1209,435 kr.,74.8627,46.1002,25.4942,35.4541,,,,Passopisciaro
1210,81.19 kr.,64.0609,46.6334,18.9343,34.5201,,,,Bruno Rocca
1211,171.32 kr.,56.3706,45.1965,2.4955,43.383,,,,Umani Ronchi
1212,74.11 kr.,45.5186,40.3086,3.87006,46.8829,,,,Poggio San Polo
1213,62.57 kr.,78.337,41.4396,23.7682,27.9601,,,,Librandi
1214,469 kr.,60.6738,55.9609,0,66.3633,,,,Valdipiatta
1215,89 kr.,75.5375,33.6575,25.4975,25.53,,,,Vignali Roccamora
1216,141.15 kr.,63.7047,17.3715,39.5537,8.03131,,,,Vinosia
1217,253.33 kr.,64.4108,64.0288,11.6136,54.0119,14.5,,,Campo Alla Sughera
1218,89 kr.,79.403,40.059,37.2642,27.4879,,,,Azienda Vinicola Losito e Guarini
1219,85 kr.,46.5345,47.2759,0,45.4483,,,,Nottola
1220,189 kr.,63.9538,77.6462,6,80.3154,,,,Cadia
1221,90 kr.,84.9324,30.3108,26.5574,19.0676,,,,Vignali Roccamora
1222,98 kr.,57.6747,45.2143,10.9349,29.9605,,,,Avanzi
1223,96.09 kr.,42.527,39.4531,9.13665,45.2979,13.5,,,Boscarelli
1224,58.10 kr.,69.1731,39.934,32.1498,28.5241,13.5,10,6,Tank
1225,74.49 kr.,80.3041,46.7089,26.9161,26.0473,13.5,,,Vinosia
1226,134.07 kr.,53.0429,42.3786,2.43143,47.6714,,,,La Valle del Sole
1227,161.63 kr.,64.6827,76.6142,0,85,,,,Gianni Gagliardo
1228,188.08 kr.,50.2046,43.0669,10.0352,45.4891,15.5,,,Cabreo
1229,124 kr.,63.2514,40.439,0,45.406,,,,Antichi Poderi Jerzu
1230,78.95 kr.,42.4037,42.1578,5.04946,45.0963,13,,,Aia Vecchia
1231,90 kr.,40.7083,63.0693,3.97464,67.7255,,,,Fattoria Lavacchio
1232,169.01 kr.,67.402,49.4105,20.3626,34.473,15,,,Cascina Castlet
1233,255 kr.,61.6812,82.0022,2.04546,85,,,,Ruggeri Corsini
1234,527.06 kr.,45.1119,60.5538,7.87694,64.7495,14.5,,,Cortonesi (La Mannella)
1235,190.31 kr.,53.4264,47.9463,12.2512,44.4942,,,,Uggiano
1236,77.99 kr.,60.0856,44.6448,23.8389,31.8511,,,,St. Pauls
1237,199.99 kr.,63.1316,78.0493,3.44375,84.1059,,,,Gigi Rosso
1238,206.85 kr.,65.9811,42.2693,16.1813,26.0959,,,,Conterno Fantino
1239,210 kr.,85,40.2073,37.6459,26.3825,14.5,,,Apollonio
1240,249 kr.,43.6332,38.867,8.37077,44.703,,,,Vicchiomaggio
1241,138.39 kr.,49.5161,63.1613,18.7523,66.1598,,,,La Casella
1242,210.79 kr.,55.7115,46.5043,0,39.008,,,,Uggiano
1243,227.93 kr.,48.7535,57.5952,3.16551,64.8446,14.5,,,Cortonesi (La Mannella)
1244,110 kr.,36.0587,35.0179,0,46.1225,,,,Colli Ripani
1245,199 kr.,42.1561,51.8436,9.69936,60.7507,,,,Vicchiomaggio
1246,43.95 kr.,76.7977,42.0654,27.3362,23.8955,,,,Conti Zecca
1247,169 kr.,46.7401,39.2188,7.01028,45.7177,,,,Caiarossa
1248,185 kr.,60.4661,35.7255,12.7231,26.8995,,,,Brunnenhof Mazzon
1249,145 kr.,69.2716,41.4892,19.1755,27.7873,,,,Fattoria Cabanon
1250,295 kr.,82.7583,45.325,31.9491,37.7593,,,,ValCerasa - Alice Bonaccorsi
1251,239 kr.,54.0458,41.3614,10.5217,46.1831,13.5,,,Caiarossa
1252,265 kr.,42.4375,34.0089,6.19643,39.9241,,,,Torre Zambra
1253,154.93 kr.,50.6673,20.0716,6.93639,59.5712,14,,,Azelia
1254,125 kr.,63.1596,43.4196,14.8929,32.3276,,,,Luigi Einaudi
1255,186.21 kr.,60.1747,73.2311,0,85,13.5,,,Adriano Marco e Vittorio
1256,238.35 kr.,58.2394,51.5792,6.92115,49.6024,,,,Michele Satta
1257,180 kr.,47.6281,43.0528,12.2739,42.74,,,,Il Conte Villa Prandone
1258,256.23 kr.,65.8986,81.6125,10.5196,81.4372,14.5,,,Paolo Manzone
1259,125.96 kr.,66.1125,38.7313,4.29375,40.6625,,,,Meloni
1260,107.26 kr.,66.9071,38.9028,30.6656,25.5085,,,,Casa di Grazia
1261,173.92 kr.,63.375,46.5861,17.1769,48.6144,14.5,0,5.1,Siddura
1262,89.31 kr.,66.6709,35.7896,34.7387,24.7909,14,,,Corte Figaretto
1263,115 kr.,63.6794,36.4246,32.1531,22.9516,,,,Tezza
1264,108.53 kr.,67.5,43.199,5.55612,41.9286,,,,Meloni
1265,67.86 kr.,53.8444,22.8986,5.08842,62.7394,,,,Carlin de Paolo
1266,80.44 kr.,60.2205,41.8487,16.6802,31.8704,13.5,,,San Leonardo
1267,574.50 kr.,83.9724,24.8729,46.9738,29.3011,,,,Santa Sofia
1268,310 kr.,68.6245,74.4422,5.80677,84.1893,,,,Lodali
1269,1184.32 kr.,59.717,76.2217,8.28415,85,15,,,Elvio Cogno
1270,144 kr.,64.8232,84.1626,0,85,,,,Orlando Abrigo
1271,269 kr.,65.2981,44.9346,17.3212,32.0269,,,,Tenuta la Meridiana
1272,349 kr.,45.9932,58.8679,13.8089,61.3469,,,,Castell'in Villa
1273,198.58 kr.,63.9211,39.5019,17.9211,30.5493,13.5,,,Manincor
1274,584.34 kr.,65.2161,80.0927,8.41923,85,14.5,,,Elvio Cogno
1275,202.47 kr.,63.4807,35.6845,19.1294,27.567,14.5,,,Ca' Rugate
1276,79 kr.,38.8164,39.7129,9.53059,57.5952,,,,Tenuta Ulisse
1277,223.08 kr.,84.0437,47.1492,25.5864,30.8661,14,,,Mastroberardino
1278,40.30 kr.,70.0779,41.463,20.7219,33.5711,13.5,1,,Librandi
1279,271.87 kr.,64.7045,43.0563,9.2571,49.2538,,,,Tenute Dettori
1280,297.94 kr.,72.3342,50.0653,17.8417,28.7224,14,,,Torraccia del Piantavigna
1281,166.70 kr.,85,45.9628,30.2491,28.4925,14.5,2,5,Di Majo Norante
1282,208.56 kr.,52.9527,51.2546,5.96232,52.8283,15,,,ColleMassari
1283,704.26 kr.,53.8955,62.0242,6.80323,65.7277,14.5,,,Le Ragnaie
1284,536.30 kr.,52.2661,31.629,15.1552,55.9194,14,,,Corte Sant'Alda
1285,450.64 kr.,68.7163,72.5449,0,85,,,,Le Cecche
1286,82.68 kr.,47.6844,37.3014,13.7599,32.5311,13,,,Cantina Bolzano / Kellerei Bozen
1287,77.47 kr.,35.5896,37.9559,1.77318,67.0684,13.5,,,Marramiero
1288,120 kr.,58.7644,36.9136,28.1138,22.2853,,,,Boscaini Carlo
1289,169 kr.,80.114,43.2488,27.9889,29.6575,14.5,,,Firriato
1290,550 kr.,53.875,40.4034,11.6819,44.7584,,,,Banfi
1291,197 kr.,48.36,15.2371,7.80286,62.5614,14,,,Fenocchio Renato
1292,69.95 kr.,44.8817,33.7691,18.8315,40.5897,,,,Duca di Saragnano
1293,99.48 kr.,77.5049,38.7542,28.462,29.6469,14,0,4.7,Santadi
1294,169 kr.,56.071,21.3696,3.51732,68.979,,,,Cascina Chicco
1295,230.23 kr.,49.0185,50.7116,25.7936,47.582,,,,Poggio Mandorlo
1296,247.29 kr.,56.4535,52.4628,8.26514,46.0062,14.5,,,Arnaldo-Caprai
1297,670.37 kr.,74.2247,50.6318,22.8088,37.7965,,,,Pietradolce
1298,999 kr.,57.5289,75.1217,8.47462,79.6115,14.5,,,Mascarello Giuseppe e Figlio
1299,225 kr.,60.9993,77.3899,0,85,14,,,Adriano Marco e Vittorio
1300,89.76 kr.,55.4847,42.8323,14.189,29.4756,,,,Cà Nova - Codecasa Giada
1301,130 kr.,56.9844,48.0078,1.05469,50.7109,,,,Capanna
1302,46.93 kr.,67.6165,23.0146,33.0631,7.16262,,,,Tenuta Giustini
1303,91.24 kr.,44.6397,32.1024,15.7926,54.6437,,,,Tedeschi
1304,387.33 kr.,62.959,74.3611,6.96504,85,,,,Produttori del Barbaresco
1305,387.33 kr.,62.5437,69.4308,5.28064,85,,,,Produttori del Barbaresco
1306,125 kr.,45.1653,36.865,5.7734,45.135,13,,,Banfi
1307,179 kr.,68.5087,20.9525,49.1805,13.7232,15,,,Conte di Campiano
1308,449 kr.,57.2723,25.681,10.3438,60.4327,14,,,Giacomo Conterno
1309,120 kr.,66.6383,62.1142,5.80964,53.1105,,,,Caccia Al Piano
1310,89 kr.,,,,,14.5,2.03,5.32,Ca' Vittoria - Casa Vinironia
1311,179 kr.,65.4296,42.6059,19.9894,27.5128,,,,Allegrini
1312,99 kr.,64.0595,39.7923,24.3109,25.3518,14,,,Allegrini
1313,399 kr.,62.991,76.2098,5.05846,80.3934,14.5,,,Fratelli Alessandria
1314,499 kr.,59.3553,44.1974,15.4474,24.0833,,,,Monti
1315,521.40 kr.,83.3387,53.0379,13.1195,33.6401,,,,Cantina del Taburno
1316,250 kr.,70.7615,21.8808,41.68,10.1997,16.5,,,Polvanera
1317,199 kr.,34.2205,27.0032,3.74367,66.7215,,,,Erste+Neue
1318,379 kr.,64.7295,64.9633,9.58812,52.9123,,,,Antinori
1319,65.55 kr.,38.5148,40.9937,1.24788,47.7188,13,,,Cantine Leonardo da Vinci
1320,171.32 kr.,68.5011,77.7129,12.9543,57.3,,,,Enrico Santini
1321,111.13 kr.,31.6302,20.0894,0.584195,69.4721,,,,H. Lun
1322,141.52 kr.,54.7806,66.6633,4.35969,79.5995,,,,La Castellina Fondazione Fojanini
1323,491.01 kr.,65.3545,79.1526,8.1028,85,14.5,,,La Spinetta
1324,372.43 kr.,51.5379,60.1995,12.2314,66.1716,13,,,Fontodi
1325,111.13 kr.,45.1836,53.496,3.84848,58.9126,,,,Geografico
1326,108.53 kr.,82.3736,41.137,28.3681,27.6509,14,0,,Punica
1327,149 kr.,67.7441,65.2581,4.10157,54.4158,,,,I Greppi
1328,69.05 kr.,45.3673,44.5562,0,46.9459,13,1.5,5.3,Fattoria I Veroni
1329,198.13 kr.,79.9976,51.2939,17.7549,39.7037,14,,,Fattoria La Rivolta
1330,349.41 kr.,55.0529,50.9353,4.42556,44.9456,,,,Falesco
1331,134.07 kr.,68.4948,71.61,9.17366,52.8558,,,,Enrico Santini
1332,485.46 kr.,41.0077,54.2087,1.77233,66.9107,,,,Monteraponi
1333,595.88 kr.,84.1217,45.8272,28.209,28.2621,,,,Galardi
1334,94 kr.,66.3562,40.62,13.022,43.0539,14.5,0,4,Santadi
1335,81.19 kr.,50.3886,36.836,3.63304,45.8174,,,,Corzano e Paterno
1336,159.95 kr.,49.2463,43.5705,8.79964,47.1164,,,,Petrolo
1337,111.73 kr.,81.066,41.3906,25.3224,30.3543,,,,Tenuta San Francesco
1338,305 kr.,76.613,45.5579,20.7099,39.6026,14.5,,,Passopisciaro
1339,360 kr.,69.5462,51.5548,18.4416,38.6798,13.5,,,Passopisciaro
1340,151.21 kr.,43.3363,35.5793,8.9029,42.9141,14,,,Tenuta Il Palagio
1341,65.55 kr.,73.4677,46.7404,26.1375,30.4382,,,,Severino Garofano
1342,145.25 kr.,48.0577,56.2131,8.67339,64.4786,,,,Antico Podere Casanova
1343,205.58 kr.,41.8106,62.4907,9.41568,64.9004,14,,,Rocca di Castagnoli
1344,194.41 kr.,44.5143,59.9952,0,67.3907,,,,Capraia
1345,500 kr.,52.8184,42.4897,10.2886,43.2316,14,,,Argiano
1346,245.06 kr.,60.8775,76.4261,2.96692,85,,,,Ettore Germano
1347,443.19 kr.,49.3246,50.8802,0.54412,62.0231,13.5,,,Monteraponi
1348,87.15 kr.,38.2998,41.3327,4.61134,50.6139,,,,Antonio Camillo
1349,444.98 kr.,50.4524,40.6992,8.48041,45.4951,14,,,Tenuta San Guido
1350,223.46 kr.,64.0774,49.853,16.8972,32.8777,14.5,,,G.D. Vajra
1351,409.67 kr.,59.9208,71.8404,5.98234,85,,,,Produttori del Barbaresco
1352,320.29 kr.,56.6698,78.5326,5.90098,79.0392,,,,Bruno Rocca
1353,96.83 kr.,49.9247,39.8042,7.14579,46.5958,,,,Campi Valerio
1354,245.80 kr.,56.1199,63.8455,0,65.095,14,,,Bindella - Tenuta Vallocaia
1355,111.73 kr.,47.9437,47.7572,6.19369,63.7823,,,,Travignoli
1356,108.08 kr.,57.4029,35.718,18.1808,42.4013,,,,Casale del Giglio
1357,79 kr.,53.2409,45.5555,2.47846,49.109,,,,Pileum
1358,259.95 kr.,49.8764,42.331,12.8466,47.7341,14,,,Fattoria Kappa
1359,424.95 kr.,64.7438,76.6924,7.71175,82.8172,,,,Manzone
1360,111.73 kr.,54.0573,46.5125,10.1858,43.4997,14.5,,,Garofoli
1361,165 kr.,63.1169,39.5717,30.919,24.5162,14,9,5,Lenotti
1362,199 kr.,82.2823,40.7379,25.9819,26.5265,13.5,,,Borgo di Colloredo
1363,93.11 kr.,61.8703,41.0328,14.2022,34.3744,13,,,Elena Walch
1364,204.84 kr.,66.7729,48.3561,12.0445,29.1954,,,,Mascarello Giuseppe e Figlio
1365,137.80 kr.,50.454,46.2148,0,50.2154,15,1,5,Col d'Orcia
1366,141.52 kr.,64.2776,39.0866,21.8228,26.1674,13.8,,,Cesari
1367,74.63 kr.,52.9614,24.3798,13.5334,60.2744,,,,Il Falchetto
1368,299 kr.,56.8887,24.5098,9.1684,65.3161,13,,,Aldo Conterno
1369,199 kr.,64.1286,74.1185,7.88394,80.294,,,,Mamete Prevostini
1370,502.78 kr.,63.8615,78.6863,9.41379,82.5955,14.5,,,Cavallotto
1371,828.58 kr.,52.4081,43.202,12.8054,46.7656,,,,Querciabella
1372,72.10 kr.,53.1602,26.1219,7.75043,66.1942,,,,Vinchio - Vaglio Serra
1373,193.66 kr.,55.729,25.006,11.014,66.794,,,,Virna
1374,213.25 kr.,64.4332,39.8419,14.5796,28.5671,,,,Marchesi di Gresy
1375,285.06 kr.,47.9795,60.5106,8.16906,64.6774,,,,Castello Nipozzano
1376,284.53 kr.,65.4762,76.7025,9.45026,85,,,,Palladino
1377,70.02 kr.,43.1731,27.5006,17.8641,52.8964,,,,Vigna 800
1378,316.12 kr.,69.5103,42.6769,22.7723,25.4949,14.5,,,Villa Russiz
1379,417.12 kr.,70.3047,41.4176,18.8513,29.5587,,,,Moschioni
1380,84.39 kr.,56.8524,34.0708,18.1546,31.6004,,,,Barone Pizzini
1381,124.76 kr.,52.4698,43.661,7.824,44.2663,14.5,,,Tenuta Degli Dei
1382,125 kr.,67.6609,36.8682,21.8475,22.5393,14.5,,,Tinazzi
1383,108 kr.,38.957,31.2324,12.1931,52.9485,13,,,Monte Tondo
1384,650 kr.,66.4721,52.1667,11.9174,36.3407,,,,Cantine del Castello di Conti Elena
1385,269 kr.,57.8566,26.875,13.0067,64.0447,15,,,Gianfranco Alessandria
1386,174.48 kr.,68.3866,24.9281,45.1795,13.8801,14.5,0,0,Masca del Tacco
1387,98.02 kr.,62.7396,42.8254,22.0745,33.1728,13,1,5,De Vescovi Ulzbach
1388,163.12 kr.,68.948,21.465,44.5039,10.9308,14,10,3,Vigneti del Salento
1389,81.93 kr.,83.2073,46.064,26.7457,31.9406,13.5,,,Villa Matilde
1390,180.78 kr.,85,24.4182,48.9757,22.0536,15,,,Cantina Valpantena
1391,169 kr.,62.9053,43.4153,23.8598,34.0057,14.5,,,Schiopetto
1392,209 kr.,76.2004,49.1911,22.4476,36.4703,14,,,Graci
1393,278.58 kr.,49.5434,61.234,4.56422,65.236,14,,,Tiezzi Enzo
