,name,rating,region,link
853,Primitivo di Manduria Riserva 2013,4.6,Primitivo di Manduria,https://www.vivino.com/giuseppe-attanasio-primitivo-di-manduria-riserva-primitivo-di-manduria/w/5839110?year=2013
854,Magma 2013,4.6,Terre Siciliane,https://www.vivino.com/frank-cornelissen-magma/w/1627127?year=2013
855,Barolo Vignarionda Riserva 2008,4.6,Barolo,https://www.vivino.com/poderi-e-cantine-oddero-barolo-vignarionda-riserva/w/5647455?year=2008
856,Barolo Enrico VI 2005,4.6,Barolo,https://www.vivino.com/cordero-di-montezemolo-barolo-enrico-vi/w/8794?year=2005
857,Sperss Barolo 2015,4.6,Barolo,https://www.vivino.com/gaja-sperss-barolo/w/7038608?year=2015
858,Valpolicella Superiore 2014,4.6,Valpolicella,https://www.vivino.com/i-tamasotti-valpolicella-superiore/w/3087586?year=2014
859,Sorbaia 2012,4.6,Toscana,https://www.vivino.com/tenuta-casanova-sorbaia/w/74852?year=2012
860,Conteisa Cerequio Barolo 1993,4.6,Barolo,https://www.vivino.com/gaja-conteisa-cerequio-barolo/w/2830949?year=1993
861,Barolo Cannubi Boschis 1990,4.6,Barolo,https://www.vivino.com/sandrone-luciano-barolo-cannubi-boschis/w/23362?year=1990
862,Le Viole Amarone della Valpolicella Classico Superiore Riserva 1997,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/igino-accordini-le-viole-amarone-della-valpolicella-classico-superiore-riserva/w/1216891?year=1997
863,Since 1974 Primitivo di Manduria 1974,4.6,Primitivo di Manduria,https://www.vivino.com/emera-since-1974-primitivo-di-manduria/w/1391962?year=1974
864,Barbaresco Martinenga 1998,4.6,Barbaresco,https://www.vivino.com/cisa-asinari-barbaresco-martinenga/w/82395?year=1998
865,Brunello di Montalcino Riserva 2001,4.6,Brunello di Montalcino,https://www.vivino.com/eredi-fuligni-brunello-di-montalcino-riserva/w/23272?year=2001
866,Gromis Barolo 1999,4.6,Barolo,https://www.vivino.com/gaja-barolo/w/2698442?year=1999
867,Amarone della Valpolicella Classico 1999,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/tommasi-amarone-della-valpolicella-classico/w/7103?year=1999
868,Cannubi Barolo 1998,4.6,Barolo,https://www.vivino.com/luigi-einaudi-cannubi-barolo/w/22755?year=1998
869,Alteo Amarone della Valpolicella 2012,4.6,Amarone della Valpolicella,https://www.vivino.com/fasoli-gino-alteo-amarone-della-valpolicella/w/91577?year=2012
870,Rosso 2014,4.6,Terre Siciliane,https://www.vivino.com/barone-di-serramarrocco-rosso/w/1585242?year=2014
871,Amarone della Valpolicella 2011,4.6,Amarone della Valpolicella,https://www.vivino.com/menegolli-amarone-della-valpolicella/w/1554191?year=2011
872,Amarone della Valpolicella Classico 2003,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/cantine-lenotti-amarone-della-valpolicella-classico/w/1135211?year=2003
873,Calto 2014,4.6,Veneto,https://www.vivino.com/marion-calto/w/1203493?year=2014
874,Octavius Amarone della Valpolicella Riserva 2012,4.6,Amarone della Valpolicella,https://www.vivino.com/marchesi-fumanelli-octavius-amarone-della-valpolicella-riserva/w/2936438?year=2012
875,L'Amarone Anna Maria 2013,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/el-pendola-l-amarone-anna-maria/w/1189958?year=2013
876,Amarone della Valpolicella Classico 2016,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/giusti-amarone-della-valpolicella-classico/w/2640383?year=2016
877,Guardiavigna 2015,4.6,Toscana,https://www.vivino.com/podere-forte-guardiavigna/w/85191?year=2015
878,Barolo Riserva Cannubi 1752 2010,4.6,Barolo,https://www.vivino.com/damilano-barolo-riserva-cannubi-1752/w/4624225?year=2010
879,Amarone Senza Titolo 2006,4.6,Amarone della Valpolicella,https://www.vivino.com/azienda-agricola-musella-amarone-senza-titolo/w/1217898?year=2006
880,Pieve Santa Restituta Rennina Brunello di Montalcino 1995,4.6,Brunello di Montalcino,https://www.vivino.com/gaja-pieve-santa-restituta-rennina-brunello-di-montalcino/w/2430168?year=1995
881,Varano Rosso Cònero 2014,4.6,Rosso Conero,https://www.vivino.com/alberto-serenelli-rosso-conero-varano/w/1242618?year=2014
882,Brunello di Montalcino Riserva 2010,4.6,Brunello di Montalcino,https://www.vivino.com/castiglion-del-bosco-brunello-di-montalcino-riserva/w/2005567?year=2010
883,Brunello di Montalcino Riserva 1971,4.6,Brunello di Montalcino,https://www.vivino.com/franco-biondi-santi-brunello-di-montalcino-riserva/w/82698?year=1971
884,Amistar Cabernet Franc 2010,4.6,Trentino-Alto Adige,https://www.vivino.com/peter-slva-and-shne-amistar-cabernet-franc/w/2057526?year=2010
885,Amarone della Valpolicella Classico 2011,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/onepio-winery-amarone-della-valpolicella-classico/w/4658430?year=2011
886,Brunate  Barolo 1997,4.6,Barolo,https://www.vivino.com/roberto-voerzio-brunate-barolo/w/77304?year=1997
887,Riserva vigneto Pozzo dell'Annunziata Barbera d'Alba 2003,4.6,Barbera d'Alba,https://www.vivino.com/roberto-voerzio-riserva-vigneto-pozzo-dell-annunziata-barbera-d-alba/w/1177416?year=2003
888,Barolo Rocche di Castiglione 2006,4.6,Barolo,https://www.vivino.com/vietti-barolo-rocche-di-castiglione/w/77449?year=2006
889,Brunello di Montalcino Pianrosso 2000,4.6,Brunello di Montalcino,https://www.vivino.com/ciacci-piccolomini-d-aragona-brunello-di-montalcino-pianrosso/w/16992?year=2000
890,Giorgio Primo 2016,4.6,Chianti Classico,https://www.vivino.com/fattoria-la-massa-giorgio-primo/w/779426?year=2016
891,Riserva Barolo 2007,4.6,Barolo,https://www.vivino.com/renato-corino-riserva-barolo/w/1711391?year=2007
892,Zebras Brunello di Montalcino 2012,4.6,Brunello di Montalcino,https://www.vivino.com/villa-i-cipressi-zebras-brunello-di-montalcino/w/1648470?year=2012
893,Calcarole Amarone della Valpolicella Classico 2007,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/guerrieri-rizzardi-calcarole-amarone-della-valpolicella-classico/w/79875?year=2007
894,Refolà 2007,4.6,Veneto,https://www.vivino.com/it-le-vigne-di-san-pietro-refola/w/1190178?year=2007
895,Amarone della Valpolicella 2005,4.6,Amarone della Valpolicella,https://www.vivino.com/tenuta-chiccheri-amarone-della-valpolicella/w/13740?year=2005
896,Corpus Amarone della Valpolicella 1997,4.6,Amarone della Valpolicella,https://www.vivino.com/villa-rinaldi-corpus-amarone-della-valpolicella/w/1210007?year=1997
897,Poggio Banale Brunello di Montalcino 2004,4.6,Brunello di Montalcino,https://www.vivino.com/saiagricola-spa-poggio-banale-brunello-di-montalcino/w/1222324?year=2004
898,Barolo Bussia Romirasco 2015,4.6,Barolo,https://www.vivino.com/aldo-conterno-barolo-bussia-romirasco/w/75310?year=2015
899,Sicomoro 2013,4.6,Toscana,https://www.vivino.com/cantina-vignaioli-del-morellino-di-scansano-sicomoro/w/1167608?year=2013
900,Amarone della Valpolicella Classico Riserva (Sergio Zenato) 1997,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/zenato-amarone-della-valpolicella-classico-riserva-sergio-zenato/w/1127704?year=1997
901,Edizione Cinque Autoctoni 2002,4.6,Abruzzo,https://www.vivino.com/farnese-edizione-cinque-autoctoni/w/21646?year=2002
902,Brunello di Montalcino 2013,4.6,Brunello di Montalcino,https://www.vivino.com/roberto-cipresso-brunello-di-montalcino-brunello-di-montalcino/w/6266412?year=2013
903,Barolo Riserva del Fico 2011,4.6,Barolo,https://www.vivino.com/e-molino-barolo-riserva-del-fico/w/5031911?year=2011
904,Brunello di Montalcino Riserva 2010,4.6,Brunello di Montalcino,https://www.vivino.com/innocenti-brunello-di-montalcino-riserva/w/1380528?year=2010
905,Amarone della Valpolicella Classico 2015,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/l-arco-amarone-della-valpolicella-classico/w/1167972?year=2015
906,Brunello di Montalcino 1999,4.6,Brunello di Montalcino,https://www.vivino.com/azienda-agricola-canalicchio-di-sopra-brunello-di-montalcino/w/85205?year=1999
907,Barolo 2009,4.6,Barolo,https://www.vivino.com/giuseppe-rinaldi-barolo/w/1180567?year=2009
908,Flauto Magico Brunello di Montalcino 2010,4.6,Brunello di Montalcino,https://www.vivino.com/il-paradiso-di-frassina-srl-flauto-magico-brunello-di-montalcino/w/1806485?year=2010
909,Brunello di Montalcino 2004,4.6,Brunello di Montalcino,https://www.vivino.com/castelli-martinozzi-brunello-di-montalcino/w/1136547?year=2004
910,Barolo Cascina Francia 1990,4.6,Barolo,https://www.vivino.com/giacomo-conterno-barolo-cascina-francia/w/82203?year=1990
911,Brunello di Montalcino Riserva 1988,4.6,Brunello di Montalcino,https://www.vivino.com/franco-biondi-santi-brunello-di-montalcino-riserva/w/82698?year=1988
912,Barrosu Cannonau di Sardegna Riserva Franzisca 2017,4.6,Cannonau di Sardegna,https://www.vivino.com/giovanni-montisci-barrosu-riserva-franzisca/w/1648040?year=2017
913,Valpolicella Classico 2009,4.6,Valpolicella Classico,https://www.vivino.com/fratelli-vogadori-valpolicella-classico/w/1125273?year=2009
914,Amarone della Valpolicella Classico 2007,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/cesare-righetti-amarone-della-valpolicella-classico-amarone-della-valpolicella-classico/w/2213852?year=2007
915,Barolo Cannubi 2001,4.6,Piemonte,https://www.vivino.com/damilano-barolo-cannubi/w/84775?year=2001
916,Barolo Ginestra Casa Maté 1999,4.6,Barolo,https://www.vivino.com/it-elio-grasso-barolo-ginestra-casa-mate/w/22529?year=1999
917,Clematis 2002,4.6,Colline Pescaresi,https://www.vivino.com/cantina-zaccagnini-clematis/w/1710126?year=2002
918,Sassicaia 1976,4.6,Bolgheri Sassicaia,https://www.vivino.com/tenuta-san-guido-sassicaia/w/5078?year=1976
919,Psyco Rosso di Toscana 2016,4.6,Toscana,https://www.vivino.com/villa-la-ripa-psyco-rosso-di-toscana/w/2161267?year=2016
920,Macchiona 2003,4.6,Emilia,https://www.vivino.com/la-stoppa-macchiona/w/1192218?year=2003
921,Tano 2013,4.6,Amarone della Valpolicella,https://www.vivino.com/ca-dei-conti-amarone-della-valpolicella-tano/w/2759964?year=2013
922,Campo del Tìtari Amarone della Valpolicella Classico 2010,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/brunelli-campo-del-titari-amarone-della-valpolicella-classico/w/1165365?year=2010
923,Sacreterre 2012,4.5,Umbria,https://www.vivino.com/tili-sacreterre/w/1112207?year=2012
924,Selecti 2005,4.6,Veneto Orientale,https://www.vivino.com/moletto-selecti/w/2033956?year=2005
925,Acinatico Amarone della Valpolicella Classico 2003,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/azienda-agricola-accordini-stefano-acinatico-amarone-della-valpolicella-classico/w/1172211?year=2003
926,Cipriano Montefalco Sagrantino 2009,4.6,Montefalco Sagrantino,https://www.vivino.com/cantine-rialto-cipriano-montefalco-sagrantino/w/3772270?year=2009
927,Amarone della Valpolicella Classico 1959,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/bertani-amarone-della-valpolicella-classico/w/1835?year=1959
928,Massimo 2009,4.6,Toscana,https://www.vivino.com/castello-del-terriccio-srl-massimo/w/3952869?year=2009
929,L'Amarone della Valpolicella Classico 2000,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/buglioni-l-amarone-della-valpolicella-classico/w/1167020?year=2000
930,Edizione Cinque Autoctoni 1981,4.6,Abruzzo,https://www.vivino.com/farnese-edizione-cinque-autoctoni/w/21646?year=1981
931,Lunico Barolo Riserva 2010,4.6,Barolo,https://www.vivino.com/natale-verga-lunico-barolo-riserva-barolo-red-wine-v-he5v0/w/4986950?year=2010
932,Heletto 2012,4.6,Veneto,https://www.vivino.com/garbole-heletto/w/2531441?year=2012
933,Colombaio Brunello di Montalcino 2004,4.6,Brunello di Montalcino,https://www.vivino.com/it-cava-donice-colombaio-brunello-di-montalcino-brunello-di-montalcino/w/1668860?year=2004
934,Riserva Camporal Amarone della Valpolicella 2009,4.6,Amarone della Valpolicella,https://www.vivino.com/corte-san-benedetto-riserva-camporal-amarone-della-valpolicella-amarone-della-valpolicella/w/6450884?year=2009
935,Barolo Riserva Serralunga d'Alba 2004,4.6,Barolo,https://www.vivino.com/rivetto-barolo-riserva-serralunga-d-alba/w/1181672?year=2004
936,Franci Riserva Brunello di Montalcino 2012,4.6,Brunello di Montalcino,https://www.vivino.com/tassi-montalcino-franci-riserva-brunello-di-montalcino/w/1699693?year=2012
937,Brunello di Montalcino 2009,4.6,Brunello di Montalcino,https://www.vivino.com/giodo-brunello-di-montalcino/w/2738226?year=2009
938,Amarone della Valpolicella Classico Vigneto Il Fornetto 2000,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/azienda-agricola-accordini-stefano-amarone-della-valpolicella-classico-vigneto-il-fornetto/w/1127745?year=2000
939,Amarone della Valpolicella Classico 1971,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/tommasi-amarone-della-valpolicella-classico/w/7103?year=1971
940,Amarone della Valpolicella Monte Lodoletta 2013,4.6,Amarone della Valpolicella,https://www.vivino.com/dal-forno-romano-amarone-della-valpolicella-monte-lodoletta/w/89750?year=2013
941,Paternum 2006,4.6,Calabria,https://www.vivino.com/tenuta-iuzzolini-paternum/w/1226350?year=2006
942,Conteisa Langhe 2015,4.6,Langhe,https://www.vivino.com/gaja-conteisa-langhe/w/66184?year=2015
943,Brunello di Montalcino Vigneti Dei Cottimelli 2007,4.6,Brunello di Montalcino,https://www.vivino.com/eredi-fuligni-brunello-di-montalcino-vigneti-dei-cottimelli/w/1127895?year=2007
944,Brunello di Montalcino Riserva 2011,4.6,Brunello di Montalcino,https://www.vivino.com/cupano-brunello-di-montalcino-riserva/w/1810496?year=2011
945,Valpolicella Classico Lena di Mezzo 2006,4.6,Valpolicella Classico,https://www.vivino.com/monte-del-fr-valpolicella-classico-lena-di-mezzo/w/1176925?year=2006
946,Barbera d'Alba Scarrone Vigna Vecchia 2009,4.6,Barbera d'Alba,https://www.vivino.com/vietti-barbera-d-alba-scarrone-vigna-vecchia/w/1258767?year=2009
947,Barolo Riserva Granbussia 1985,4.6,Barolo,https://www.vivino.com/aldo-conterno-barolo-riserva-granbussia/w/1138262?year=1985
948,Riserva vigneto Pozzo dell'Annunziata Barbera d'Alba 2000,4.6,Barbera d'Alba,https://www.vivino.com/roberto-voerzio-riserva-vigneto-pozzo-dell-annunziata-barbera-d-alba/w/1177416?year=2000
949,Brunello di Montalcino  Riserva 2011,4.6,Brunello di Montalcino,https://www.vivino.com/altesino-brunello-di-montalcino-riserva/w/2168638?year=2011
950,Vigna la Mandorla Barbera d'Asti Superiore 2014,4.6,Barbera d'Asti,https://www.vivino.com/luigi-spertino-la-mandorla-d-asti-superiore-barbera/w/1205486?year=2014
951,Brunello di Montalcino Riserva 2004,4.6,Brunello di Montalcino,https://www.vivino.com/il-palazzone-brunello-di-montalcino-riserva/w/1881748?year=2004
952,Amarone della Valpolicella Classico 2005,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/terre-di-leone-amarone-della-valpolicella-classico/w/1146710?year=2005
953,Riserva vecchie viti dei Capalot e delle Brunate Barolo 2001,4.6,Barolo,https://www.vivino.com/roberto-voerzio-riserva-vecchie-viti-dei-capalot-e-delle-brunate-barolo/w/1364597?year=2001
954,Sorì San Lorenzo 1982,4.6,Langhe,https://www.vivino.com/gaja-sori-san-lorenzo/w/66144?year=1982
955,Valpolicella Classico 2001,4.6,Valpolicella,https://www.vivino.com/le-preare-valpolicella-classico/w/77140?year=2001
956,Campo Inferi Amarone della Valpolicella Classico Riserva 2005,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/brunelli-campo-inferi-amarone-della-valpolicella-classico-riserva/w/1168085?year=2005
957,Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 1993,4.6,Amarone della Valpolicella,https://www.vivino.com/it-masi-serego-alighieri-vaio-armaron-amarone-della-valpolicella-classico/w/72524?year=1993
958,Es Riserva 2014,4.6,Primitivo di Manduria,https://www.vivino.com/gianfranco-fino-es-red-wine-v-n3tau/w/1665257?year=2014
959,Recioto della Valpolicella Classico 2008,4.6,Recioto della Valpolicella Classico,https://www.vivino.com/bolla-fratellispa-recioto-della-valpolicella-classico/w/1371536?year=2008
960,Escol Montepulciano d'Abruzzo Riserva 2007,4.6,Montepulciano d'Abruzzo Colline Teramane,https://www.vivino.com/san-lorenzo-sugi-escol-montepulciano-dabruzzo-colline-teramane-riserva/w/1308250?year=2007
961,L'Amarone della Valpolicella Classico 2001,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/buglioni-l-amarone-della-valpolicella-classico/w/1167020?year=2001
962,Brunello di Montalcino 2004,4.6,Brunello di Montalcino,https://www.vivino.com/colleoni-marieno-brunello-di-montalcino/w/100537?year=2004
963,Amarone della Valpolicella Riserva 2007,4.6,Amarone della Valpolicella,https://www.vivino.com/rocca-sveva-amarone-della-valpolicella-riserva/w/1158263?year=2007
964,Rosso de Véo Umbria 2012,4.6,Umbria,https://www.vivino.com/paolo-bea-rosso-de-veo-umbria/w/1137866?year=2012
965,Brunello di Montalcino 1999,4.6,Brunello di Montalcino,https://www.vivino.com/il-marroneto-brunello-di-montalcino/w/1167071?year=1999
966,Vecchie Vigne Riserva Barolo 2005,4.6,Barolo,https://www.vivino.com/renato-corino-vecchie-vigne-riserva-barolo/w/1210591?year=2005
967,Riserva vecchie viti dei Capalot e delle Brunate Barolo 2003,4.6,Barolo,https://www.vivino.com/roberto-voerzio-riserva-vecchie-viti-dei-capalot-e-delle-brunate-barolo/w/1364597?year=2003
968,Barbaresco Pora 2013,4.6,Barbaresco,https://www.vivino.com/gigi-bianco-barbaresco-pora/w/1224905?year=2013
969,Madonna delle Grazie Brunello di Montalcino 2000,4.6,Brunello di Montalcino,https://www.vivino.com/il-marroneto-madonna-delle-grazie-brunello-di-montalcino/w/1171278?year=2000
970,Piaggione Brunello di Montalcino Riserva 2004,4.6,Brunello di Montalcino,https://www.vivino.com/salicutti-piaggione-brunello-di-montalcino-riserva/w/93966?year=2004
971,Bradisismo Veneto Rosso 2004,4.6,Veneto,https://www.vivino.com/inama-azienda-agricola-bradisismo-veneto-rosso/w/81844?year=2004
972,Kupra Marche 2014,4.6,Marche,https://www.vivino.com/oasi-degli-angeli-kupra-marche/w/1802083?year=2014
973,Rocche dell'Annunziata Barolo Riserva 2010,4.6,Barolo,https://www.vivino.com/paolo-scavino-rocche-dell-annunziata-barolo-riserva/w/1188838?year=2010
974,Corpus Amarone della Valpolicella 1999,4.7,Amarone della Valpolicella,https://www.vivino.com/villa-rinaldi-corpus-amarone-della-valpolicella/w/1210007?year=1999
975,Brunello di Montalcino 2005,4.6,Brunello di Montalcino,https://www.vivino.com/tassi-montalcino-brunello-di-montalcino/w/1204666?year=2005
976,Brunello di Montalcino Riserva 1982,4.6,Brunello di Montalcino,https://www.vivino.com/franco-biondi-santi-brunello-di-montalcino-riserva/w/82698?year=1982
977,Anghelus Rosso 2011,4.6,Friuli-Venezia Giulia,https://www.vivino.com/conti-dagostino-anghelus-rosso-friuli-venezia-giulia/w/1681262?year=2011
978,Brunello di Montalcino Riserva 2004,4.6,Brunello di Montalcino,https://www.vivino.com/it-palazzo-brunello-di-montalcino-riserva/w/3890782?year=2004
979,Luce 2002,4.6,Toscana,https://www.vivino.com/luce-della-vite-luce/w/83594?year=2002
980,Barolo 2007,4.6,Barolo,https://www.vivino.com/it-bergadano-barolo-sarmassa-riserva/w/1938651?year=2007
981,Campo del Titari Amarone della Valpolicella Classico Riserva 2004,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/brunelli-campo-del-titari-amarone-della-valpolicella-classico-riserva/w/1122281?year=2004
982,Amarone della Valpolicella Classico 2013,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/torre-mastio-amarone-della-valpolicella-classico/w/1207800?year=2013
983,Brunello di Montalcino 1993,4.6,Brunello di Montalcino,https://www.vivino.com/fattoria-dei-barbi-brunello-di-montalcino/w/54214?year=1993
984,Barolo Bricco Rocca 1999,4.6,Barolo,https://www.vivino.com/it-cascina-ballarin-barolo-bricco-rocca/w/89721?year=1999
985,Barolo Vigna Rionda Ester Canale 2011,4.6,Barolo,https://www.vivino.com/giovanni-rosso-barolo-vigna-rionda-ester-canale/w/1219073?year=2011
986,Amarone della Valpolicella Classico Vigneto Alto TB 1999,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/tommaso-bussola-amarone-della-valpolicella-classico-vigneto-alto-tb/w/74528?year=1999
987,Kupra Marche 2016,4.6,Marche,https://www.vivino.com/oasi-degli-angeli-kupra-marche/w/1802083?year=2016
988,Barolo Brunate 1995,4.6,Barolo,https://www.vivino.com/ceretto-aziende-vitivinicole-srl-barolo-brunate/w/7135?year=1995
989,Brunello di Montalcino 2011,4.6,Brunello di Montalcino,https://www.vivino.com/corte-alla-flora-brunello-di-montalcino/w/1425513?year=2011
990,Brunello Di Montalcino 2009,4.6,Brunello di Montalcino,https://www.vivino.com/phyracartha-brunello-di-montalcino/w/2613758?year=2009
991,FSM 2009,4.6,Toscana,https://www.vivino.com/vicchiomaggio-fsm/w/1609090?year=2009
992,Brunello di Montalcino Riserva 1985,4.6,Brunello di Montalcino,https://www.vivino.com/soldera-brunello-di-montalcino-riserva/w/1174525?year=1985
993,Col di Sasso (Cabernet Sauvignon - Sangiovese) 1997,4.6,Toscana,https://www.vivino.com/banfi-col-di-sasso-cabernet-sauvignon-sangiovese/w/22913?year=1997
994,Vigna Rionda Barolo 2003,4.6,Barolo,https://www.vivino.com/luigi-oddero-vigna-rionda-barolo/w/1491564?year=2003
995,5 Stelle Sfursat 2008,4.6,Valtellina,https://www.vivino.com/nino-negri-five-stelle-sfursat/w/28214?year=2008
996,Amarone della Valpolicella Classico Riserva 1988,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/quintarelli-giuseppe-amarone-della-valpolicella-classico-riserva/w/1187886?year=1988
997,Barolo Marcenasco 1982,4.6,Barolo,https://www.vivino.com/renato-ratti-barolo-marcenasco/w/13898?year=1982
998,Lux Vitis 2016,4.6,Toscana,https://www.vivino.com/luce-della-vite-lux-vitis/w/6716481?year=2016
999,Amarone 2003,4.6,Toscana,https://www.vivino.com/leone-di-venezia-veneto-amarone/w/1453837?year=2003
1000,Empatia 2007,4.6,Maremma Toscana,https://www.vivino.com/it-ampeleia-empatia/w/1841853?year=2007
1001,Sorì Tildìn (Barbaresco) Langhe 1985,4.6,Langhe,https://www.vivino.com/gaja-sori-tildin-barbaresco-langhe/w/66134?year=1985
1002,Arena Amarone Della Valpolicella Classico 2013,4.6,Veneto,https://www.vivino.com/antonio-sasa-arena-amarone-della-valpolicella-classico-veneto/w/1682998?year=2013
1003,Anfiteatro 1998,4.6,Colli della Toscana Centrale,https://www.vivino.com/vecchie-terre-di-montefili-anfiteatro/w/1183846?year=1998
1004,Barolo Bussia Vigna Rocche 1996,4.6,Barolo,https://www.vivino.com/parusso-barolo-bussia-vigna-rocche/w/1167347?year=1996
1005,Barolo Riserva Granbussia 2009,4.6,Barolo,https://www.vivino.com/aldo-conterno-barolo-riserva-granbussia/w/1138262?year=2009
1006,Re del Sole 2008,4.6,Umbria,https://www.vivino.com/leonucci-re-del-sole/w/1463047?year=2008
1007,Primitivo di Manduria 2009,4.6,Primitivo di Manduria,https://www.vivino.com/it-menhir-primitivo-di-manduria/w/1183558?year=2009
1008,I'Rennero 2008,4.6,Val di Cornia,https://www.vivino.com/gualdo-del-re-i-rennero/w/84866?year=2008
1009,Dante Marramiero Montepulciano d'Abruzzo 1998,4.6,Montepulciano d'Abruzzo,https://www.vivino.com/marramiero-dante-marramiero-montepulciano-d-abruzzo/w/4523251?year=1998
1010,El Coston Amarone della Valpolicella Classico 2004,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/filippini-el-coston-amarone-della-valpolicella-classico/w/1240005?year=2004
1011,Chianti Classico 1999,4.6,Chianti Classico,https://www.vivino.com/solatione-chianti-classico/w/1369775?year=1999
1012,Brunello di Montalcino Riserva 1988,4.6,Brunello di Montalcino,https://www.vivino.com/soldera-brunello-di-montalcino-riserva/w/1174525?year=1988
1013,Vito Arturo 2014,4.6,Toscana,https://www.vivino.com/societa-agricola-fattoria-le-fonti-vito-arturo/w/33414?year=2014
1014,Barolo Vignarionda Riserva 2009,4.6,Barolo,https://www.vivino.com/poderi-e-cantine-oddero-barolo-vignarionda-riserva/w/5647455?year=2009
1015,Gattinara 1997,4.6,Gattinara,https://www.vivino.com/travaglini-gattinara/w/86868?year=1997
1016,Recioto della Valpolicella Classico 2009,4.6,Recioto della Valpolicella Classico,https://www.vivino.com/fratelli-vogadori-recioto-della-valpolicella-classico/w/1125271?year=2009
1017,Il Maestro Barbera d'Asti Superiore 2011,4.6,Barbera d'Asti,https://www.vivino.com/stella-il-maestro-barbera-d-asti-superiore/w/1583644?year=2011
1018,Sarmassa Barolo 2000,4.6,Barolo,https://www.vivino.com/azienda-agricola-brezza-giacomo-e-figli-sarmassa-barolo/w/90132?year=2000
1019,Brunello di Montalcino 2003,4.6,Brunello di Montalcino,https://www.vivino.com/collelceto-brunello-di-montalcino/w/779051?year=2003
1020,Brunello di Montalcino Riserva Pian di Conte 2004,4.6,Brunello di Montalcino,https://www.vivino.com/talenti-riccardo-brunello-di-montalcino-riserva-pian-di-conte/w/1612787?year=2004
1021,Pian dei Tigli Monferrato Rosso 2007,4.6,Monferrato,https://www.vivino.com/castello-di-razzano-monferrato-rosso-pian-dei-tigli/w/2152250?year=2007
1022,Tinella Barbera d’Asti Superiore 2014,4.6,Barbera d'Asti,https://www.vivino.com/moretti-adimari-tinella-barbera-d-asti-superiore/w/5566896?year=2014
1023,Nero D'Avola Terre Siciliane 2015,4.6,Terre Siciliane,https://www.vivino.com/salvatore-tamburello-nero-d-avola-terre-siciliane/w/3495495?year=2015
1024,San Zeno Amarone Della Valpolicella 2012,4.6,Amarone della Valpolicella,https://www.vivino.com/villa-morago-san-zeno-amarone-della-valpolicella/w/5988664?year=2012
1025,Spinning Beauty Montefalco Sagrantino 2007,4.6,Montefalco Sagrantino,https://www.vivino.com/arnaldo-caprai-spinning-beauty-montefalco-sagrantino-montefalco-sagrantino-red-wine/w/5077625?year=2007
1026,Brunello di Montalcino Riserva 2010,4.6,Brunello di Montalcino,https://www.vivino.com/it-mastrojanni-brunello-di-montalcino-riserva/w/2897433?year=2010
1027,Dincanto Merlot 2011,4.6,Toscana,https://www.vivino.com/sant-agnese-toscana-merlot/w/1560958?year=2011
1028,Amarone della Valpolicella Classico Superiore 2006,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/quintarelli-giuseppe-amarone-della-valpolicella-classico-superiore/w/1169473?year=2006
1029,Brunello di Montalcino Riserva 1999,4.6,Brunello di Montalcino,https://www.vivino.com/eredi-fuligni-brunello-di-montalcino-riserva/w/23272?year=1999
1030,La Rosa Barolo 1990,4.6,Barolo,https://www.vivino.com/fontanafredda-la-rosa-barolo-barolo/w/1127706?year=1990
1031,Barolo Bricco Rocche 2015,4.6,Barolo,https://www.vivino.com/ceretto-aziende-vitivinicole-srl-barolo-bricco-rocche/w/7133?year=2015
1032,Bolgheri Superiore 2016,4.6,Bolgheri Superiore,https://www.vivino.com/campo-alle-comete-bolgheri-superiore-bolgheri-superiore/w/6328932?year=2016
1033,Il Ritrovo 2006,4.6,Toscana,https://www.vivino.com/la-casa-di-bricciano-il-ritrovo/w/1665346?year=2006
1034,Amarone della Valpolicella Classico 1996,4.6,Amarone della Valpolicella Classico,https://www.vivino.com/tommasi-amarone-della-valpolicella-classico/w/7103?year=1996
