,price,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
5914,275 kr.,209, 199 ,56.3504,25.937,3.92935,63.5164,15,,,E. Pira & Figli
5915,,198,,,,,,14,,,Capanna
5916,698 kr.,192, 1070 ,60.3348,67.5207,5.93185,85,14.5,,,Pio Cesare
5917,679 kr.,172, 190 ,61.7726,79.2374,7.67425,81.8521,14.5,,,Abbona
5918,369 kr.,164, 54 ,55.6851,47.3117,4.39518,42.8173,14.5,,,Fattoria Colleallodole Milziade Antano
5919,499 kr.,160, 310 ,53.2978,60.3958,6.8808,63.2801,14.5,,,San Polino
5920,299 kr.,159, 151 ,85,22.8109,49.0893,23.9902,,,,San Cassiano
5921,449 kr.,123, 52 ,63.5724,51.8704,9.11437,37.1655,,,,Chiara Condello
5922,450 kr.,121, 200 ,63.5475,70.9276,8.24467,85,15,,,Cigliuti
5923,409 kr.,114, 228 ,63.5355,78.2128,4.91967,85,14.5,,,Abbona
5924,479 kr.,86, 167 ,62.4,79.9045,5.58837,85,,,,Fratelli Revello
5925,599 kr.,77, 146 ,56.0391,44.7389,13.2587,45.067,14,,,Castellare
5926,299 kr.,77, 124 ,80.4926,40.7086,23.0645,29.4331,,,,Cavalier Pepe
5927,320 kr.,72, 62 ,43.947,36.8194,14.8279,53.5445,,,,Tenuta Chiccheri
5928,999 kr.,68, 402 ,61.316,69.0042,7.03438,85,13,,,Pio Cesare
5929,349 kr.,66, 95 ,59.7893,75.125,2.51842,81.141,14,,,Coppo
5930,675 kr.,66, 405 ,45.0106,56.9265,2.81061,64.8769,14,,,Le Potazzine
5931,300 kr.,58, 82 ,64.121,85,10.4611,85,14,,,Giovanni Almondo
5932,350 kr.,51, 155 ,63.0677,69.9905,2.11665,82.9365,14,,,Cascina Luisin
5933,299 kr.,49, 78 ,47.8573,61.9257,15.4232,66.6841,14.5,,,Castello di Radda
5934,,45, 310 ,53.2978,60.3958,6.8808,63.2801,14.5,,,San Polino
5935,1199 kr.,40, 895 ,48.6911,57.1366,7.76363,64.144,,,,Mastrojanni
5936,320 kr.,37, 91 ,63.8554,75.5439,5.50662,85,14,,,Cascina Luisin
5937,449 kr.,36, 80 ,47.7528,45.7069,5.63073,48.4275,,,,Castellare
5938,499 kr.,36, 373 ,81.1398,42.3519,25.3753,28.0448,13,,,Sella & Mosca
5939,399 kr.,33, 9 ,85,49.4235,28.2471,29.7059,,,,Tenuta di Aglaea
5940,275 kr.,31, 79 ,56.1962,69.1346,0,85,,,,Luigi Giordano
5941,299 kr.,27, 42 ,49.72,75.1145,4.1158,78.7807,14.5,,,Forte Masso
5942,899 kr.,26, 32 ,61.4936,68.9746,0,85,,,,Rivella Silvia
5943,295 kr.,147, 78 ,53.6647,70.5365,4.29918,85,14,,,Abbona
5944,299 kr.,2419, 2239 ,48.427,55.5803,8.4231,62.7,13.5,,,Antinori
5945,319 kr.,1394, 976 ,62.9202,48.5862,11.7996,32.637,14,,,Borgogno
5946,299 kr.,708, 655 ,65.6621,81.4856,0,85,14.5,,5,Pira Luigi
5947,350 kr.,644, 1045 ,51.861,42.8569,15.8187,44.1524,14.2,,,Tenuta di Trinoro
5948,459 kr.,607, 408 ,44.3585,43.8675,1.70737,50.798,13.5,,,Biondi-Santi
5949,260 kr.,259, 219 ,43.3777,42.6855,2.79114,50.1667,14,,,Le Potazzine
5950,269 kr.,195,,,,,,13.5,,,Cecchi
5951,305 kr.,153, 206 ,66.8482,80.969,0.172065,85,,,,Abbona
5952,299 kr.,2674, 1720 ,60.8371,74.1985,4.7975,83.9222,13.5,,,Prunotto
5953,237.69 kr.,146, 132 ,64.382,82.5765,1.8858,85,14,,,Barale Fratelli
5954,419 kr.,133, 394 ,85,26.3049,48.3008,24.974,16.5,,,Brigaldara
5955,299 kr.,129, 113 ,47.0649,44.1619,4.87975,50.5273,,,,Il Marroneto
5956,300 kr.,127, 141 ,85,31.4675,42.5418,23.5414,,,,Speri
5957,459 kr.,117, 321 ,53.5173,23.3669,8.86443,65.1665,,,,Pio Cesare
5958,399 kr.,110, 198 ,85,18.6787,52.9179,20.1066,,,,Villa Mattielli
5959,335 kr.,105, 424 ,59.1523,80.0813,5.24436,85,14.5,,,Fratelli Alessandria
5960,275 kr.,100, 113 ,72.442,45.747,21.4673,36.7258,14.5,,,Romeo del Castello
5961,289 kr.,99, 288 ,64.5432,73.2238,1.56993,85,,,,Ronchi
5962,269 kr.,97, 273 ,85,29.2458,49.972,26.6495,,,,Venturini
5963,495 kr.,89, 31 ,55.7646,47.6679,15.1231,45.7743,,,,Castello di Monsanto
5964,385 kr.,90, 435 ,58.916,25.2345,14.915,63.3032,14.5,,,La Spinetta
5965,595 kr.,25, 197 ,63.5982,76.2847,7.06622,85,14,,,Icardi
5966,699 kr.,81, 461 ,62.8107,79.5617,8.93632,85,14,,,Michele Chiarlo
5967,329 kr.,76, 84 ,54.8203,38.8187,4.13148,41.9666,,,,Podere Monastero
5968,975 kr.,70, 194 ,61.4762,72.6724,5.51802,83.4324,,,,Luigi Oddero
5969,295 kr.,66, 239 ,49.5052,44.6401,7.92083,48.4224,13,,,Ampeleia
5970,750 kr.,59, 168 ,61.0518,75.6004,5.65552,82.5813,,,,Luigi Oddero
5971,799 kr.,57, 32 ,61.4936,68.9746,0,85,,,,Rivella Silvia
5972,349 kr.,58, 104 ,63.5867,75.2644,0.074835,83.2611,,,,Gian Piero Marrone
5973,375 kr.,55, 254 ,63.0116,78.6244,2.22616,81.8599,14,,,Scarzello
5974,399 kr.,52, 729 ,62.5583,72.2819,1.73687,85,14.5,,,La Spinetta
5975,259 kr.,42, 321 ,62.8588,79.4646,0.584975,84.0585,,,,Fratelli Revello
5976,259 kr.,38, 23 ,53.7965,54.7733,0,63.8198,,,,Podere Casanova
5977,658 kr.,37, 100 ,59.01,78.6651,2.53869,83.3827,,,,Barale Fratelli
5978,299 kr.,34, 113 ,47.0649,44.1619,4.87975,50.5273,14,,,Il Marroneto
5979,429 kr.,34, 60 ,59.7676,77.5135,6.65962,85,14,,,Camerano
5980,299 kr.,26, 27 ,62.4117,85,13.1886,85,,,,Rivella Silvia
5981,495 kr.,86, 157 ,59.6998,79.4698,9.3088,81.953,14,,,Scarzello
5982,599 kr.,1267, 740 ,49.6043,39.1537,5.91466,45.0064,13.5,,,Umberto Cesari
5983,260 kr.,749, 543 ,30.1661,22.9008,4.78104,63.7012,13,,,Franz Haas
5984,480 kr.,658, 1049 ,60.602,74.8892,4.87224,81.633,14.5,,,Borgogno
5985,399 kr.,360, 663 ,85,49.931,24.8795,31.8262,14,,,Elena Fucci
5986,295 kr.,355, 239 ,49.5052,44.6401,7.92083,48.4224,13.5,,,Ampeleia
5987,395 kr.,305, 350 ,59.4141,78.2346,4.31415,83.53,14,,,Luigi Oddero
5988,260 kr.,294, 219 ,43.3777,42.6855,2.79114,50.1667,13,,,Le Potazzine
5989,425 kr.,242, 183 ,83.7878,45.8675,22.0979,29.9507,14,,,Paternoster
5990,279 kr.,25, 100 ,31.1364,36.3836,1.95591,67.6736,,,,Giulia Negri
5991,299 kr.,179, 152 ,52.9953,57.8738,9.43253,62.6295,,,,Canneta
5992,399 kr.,163, 316 ,55.2941,20.7279,5.48382,64.7652,14,,,Michele Chiarlo
5993,385 kr.,161, 537 ,63.9108,44.5969,18.0822,28.8471,14,2.9,5.6,La Spinetta
5994,409 kr.,117, 78 ,42.5299,33.0017,9.47054,51.2208,,,,Podere Santa Felicita
5995,349 kr.,84, 51 ,40.4013,53.3939,2.58929,62.7311,,,,Bartoli Giusti
5996,409 kr.,73, 78 ,42.5299,33.0017,9.47054,51.2208,,,,Podere Santa Felicita
5997,329 kr.,71, 54 ,85,45.3474,22.4228,29.1075,,,,Paternoster
5998,389 kr.,70, 38 ,64.6293,72.5045,11.6225,79.9444,14,,,Camerano
5999,265 kr.,54, 48 ,82.3325,29.9792,46.189,25.1416,,,,Zanoni
6000,289 kr.,54, 129 ,84.9165,23.1212,46.4686,23.2654,,,,Spinosa
6001,299 kr.,46, 151 ,85,22.8109,49.0893,23.9902,,,,San Cassiano
6002,375 kr.,41, 33 ,61.183,69.7449,0,85,14,,,Luigi Oddero
6003,599 kr.,25, 195 ,56.4923,73.7156,4.82948,85,,,,Michele Chiarlo
6004,399 kr.,230, 328 ,60.8906,79.8016,6.233,82.8225,14,,,Giulia Negri
6005,235.27 kr.,1222, 958 ,61.8877,77.6187,7.02865,84.5085,14.5,,,Pio Cesare
6006,280 kr.,145, 665 ,60.6458,78.5095,4.13996,84.5349,14,,,Sandrone
6007,425 kr.,125, 183 ,83.7878,45.8675,22.0979,29.9507,14,,,Paternoster
6008,359 kr.,123, 663 ,85,49.931,24.8795,31.8262,14,,,Elena Fucci
6009,395 kr.,73, 350 ,59.4141,78.2346,4.31415,83.53,,,,Luigi Oddero
6010,295 kr.,73, 210 ,47.913,43.9366,6.65829,50.5163,14,,,Conti Costanti
6011,1299 kr.,59, 85 ,47.8285,39.9698,4.83269,44.7095,,,,La Spinetta
6012,279 kr.,60, 66 ,44.6996,46.7825,17.0885,47.4487,,,,San Polino
6013,260 kr.,43, 543 ,30.1661,22.9008,4.78104,63.7012,13.5,,,Franz Haas
6014,299 kr.,35, 66 ,44.6996,46.7825,17.0885,47.4487,,,,San Polino
6015,349 kr.,26, 11 ,81.7439,49.8781,12.1509,30.9939,,,,Tenuta di Aglaea
6016,295 kr.,25, 61 ,54.8535,21.4496,2.53265,70.0998,,,,Brovia
6017,269 kr.,89, 57 ,61.9563,41.8647,16.9596,34.2566,,,,Massimago
6018,365 kr.,54, 7 ,65.6907,38.0696,12.7809,19.2938,13.5,,,Cascina d'Or
6019,359 kr.,45, 663 ,85,49.931,24.8795,31.8262,14,,,Elena Fucci
6020,350 kr.,34, 81 ,62.7528,75.0386,6.76421,85,,,,Cascina Luisin
6021,975 kr.,25, 194 ,61.4762,72.6724,5.51802,83.4324,,,,Luigi Oddero
6022,525 kr.,128, 64 ,83.0526,21.4656,40.8045,24.6812,,,,Tenuta Chiccheri
6023,35.51 kr.,96, 16 ,80.4684,48.9066,31.9699,29.9494,,,,Latentia Winery
6024,350 kr.,60, 64 ,61.0684,69.1752,2.88875,84.1624,14,,,Reverdito
6025,275 kr.,59, 191 ,68.2633,79.4104,1.12125,85,,,,Rocca Felice
6026,540 kr.,59, 19 ,76.9276,31.6875,26.4178,14.523,,,,Jamie's Italian
6027,1597.34 kr.,728, 890 ,82.2484,26.396,50.1406,26.5069,16.5,,,Quintarelli Giuseppe
6028,8499 kr.,602, 1102 ,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
6029,9534.61 kr.,136, 405 ,61.6076,80.2688,9.65777,82.9995,14.5,,,Giacomo Conterno
6030,5165.20 kr.,121, 497 ,63.7827,69.4635,9.09049,85,,,,Gaja
6031,4022.22 kr.,95, 928 ,85,28.1078,52.7147,22.1691,,,,Dal Forno Romano
6032,8499 kr.,91, 1102 ,55.7506,45.8604,17.6432,46.0755,15,,,Masseto
6033,2383.54 kr.,91, 325 ,69.4151,41.5222,36.8113,23.8708,16.5,,,Quintarelli Giuseppe
6034,7448.56 kr.,69, 57 ,85,26.0082,54.5732,28.1912,16.5,,,Quintarelli Giuseppe
6035,3595 kr.,67, 100 ,51.2809,43.1345,11.9642,48.9864,14,,,Antinori
6036,2809.05 kr.,5339, 7841 ,61.8748,64.8045,10.8165,54.8693,14,,,Tenuta San Guido
6037,3321.07 kr.,2789, 7841 ,61.8748,64.8045,10.8165,54.8693,14,,,Tenuta San Guido
6038,1773.13 kr.,1835, 4669 ,64.3908,64.8157,12.995,53.9656,15,,,Ornellaia
6039,2299 kr.,1727, 3044 ,52.1492,41.1851,14.8664,44.328,18,,,Antinori
6040,4625.56 kr.,1652, 7841 ,61.8748,64.8045,10.8165,54.8693,0.8,,,Tenuta San Guido
6041,4227.40 kr.,1381, 7841 ,61.8748,64.8045,10.8165,54.8693,0.8,,,Tenuta San Guido
6042,2589.97 kr.,1338, 3044 ,52.1492,41.1851,14.8664,44.328,14.5,,,Antinori
6043,2000 kr.,1238, 7841 ,61.8748,64.8045,10.8165,54.8693,13,,,Tenuta San Guido
6044,3587.54 kr.,1168, 3044 ,52.1492,41.1851,14.8664,44.328,,,,Antinori
6045,2538.20 kr.,1158, 3044 ,52.1492,41.1851,14.8664,44.328,14.5,,,Antinori
6046,2312.78 kr.,1095, 4669 ,64.3908,64.8157,12.995,53.9656,14,,,Ornellaia
6047,2975 kr.,1048, 928 ,85,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
6048,2505.55 kr.,1012, 3044 ,52.1492,41.1851,14.8664,44.328,14,,,Antinori
6049,8499 kr.,899, 1102 ,55.7506,45.8604,17.6432,46.0755,15,,,Masseto
6050,2312.78 kr.,885, 890 ,82.2484,26.396,50.1406,26.5069,16.5,,,Quintarelli Giuseppe
6051,2904.94 kr.,866, 3044 ,52.1492,41.1851,14.8664,44.328,13.5,,,Antinori
6052,4928.95 kr.,826, 890 ,82.2484,26.396,50.1406,26.5069,16.5,,,Quintarelli Giuseppe
6053,4901.15 kr.,778, 890 ,82.2484,26.396,50.1406,26.5069,17,,,Quintarelli Giuseppe
6054,2312.78 kr.,753, 4669 ,64.3908,64.8157,12.995,53.9656,14,,,Ornellaia
6055,8499 kr.,698, 1102 ,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
6056,2525 kr.,695, 890 ,82.2484,26.396,50.1406,26.5069,17,,,Quintarelli Giuseppe
6057,2495 kr.,665, 928 ,85,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
6058,3766.58 kr.,650, 890 ,82.2484,26.396,50.1406,26.5069,16.5,,,Quintarelli Giuseppe
6059,8499 kr.,636, 1102 ,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
6060,8499 kr.,629, 1102 ,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
6061,2199 kr.,621, 2458 ,60.5398,68.4833,7.15129,85,,,,Gaja
6062,8499 kr.,563, 1102 ,55.7506,45.8604,17.6432,46.0755,15,,,Masseto
6063,3314.98 kr.,512, 2458 ,60.5398,68.4833,7.15129,85,14,,,Gaja
6064,1989 kr.,507, 928 ,85,28.1078,52.7147,22.1691,17,,,Dal Forno Romano
6065,5165.20 kr.,431, 890 ,82.2484,26.396,50.1406,26.5069,,,,Quintarelli Giuseppe
6066,8499 kr.,413, 1102 ,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
6067,2295 kr.,404, 928 ,85,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
6068,1250 kr.,392, 143 ,85,22.8448,53.1769,19.4234,,,,Bussola
6069,8499 kr.,365, 1102 ,55.7506,45.8604,17.6432,46.0755,14,,,Masseto
6070,2383.54 kr.,362, 928 ,85,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
6071,9995 kr.,346, 405 ,61.6076,80.2688,9.65777,82.9995,15,,,Giacomo Conterno
6072,8499 kr.,337, 1102 ,55.7506,45.8604,17.6432,46.0755,13.5,,,Masseto
6073,6852.67 kr.,326, 520 ,42.8514,56.5698,12.7679,63.61,13.5,,,Soldera
6074,8499 kr.,286, 1102 ,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
6075,1631.23 kr.,256, 127 ,84.4,23.6774,49.9391,24.7806,14.5,,,Zýmē
6076,8499 kr.,255, 1102 ,55.7506,45.8604,17.6432,46.0755,13.5,,,Masseto
6077,8499 kr.,248, 1102 ,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
6078,8499 kr.,227, 1102 ,55.7506,45.8604,17.6432,46.0755,13.5,,,Masseto
6079,1846.50 kr.,224, 890 ,82.2484,26.396,50.1406,26.5069,16.5,,,Quintarelli Giuseppe
6080,2343.32 kr.,190, 928 ,85,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
6081,2298.25 kr.,180, 325 ,69.4151,41.5222,36.8113,23.8708,15,,,Quintarelli Giuseppe
6082,2085.60 kr.,147, 417 ,61.9927,67.0936,11.9607,84.9943,14.5,,,Gaja
6083,650 kr.,147, 183 ,78.1219,30.9351,52.0678,27.8978,16,,,Stefano Accordini
6084,2118 kr.,146, 325 ,69.4151,41.5222,36.8113,23.8708,16.5,,,Quintarelli Giuseppe
6085,1300 kr.,143, 143 ,85,22.8448,53.1769,19.4234,,,,Bussola
6086,2499 kr.,140, 928 ,85,28.1078,52.7147,22.1691,0,,,Dal Forno Romano
6087,12497 kr.,135, 405 ,61.6076,80.2688,9.65777,82.9995,14,,,Giacomo Conterno
6088,5000 kr.,134, 311 ,63.2969,79.502,11.1704,85,,,,Aldo Conterno
6089,795 kr.,128, 28 ,85,32.3659,41.9064,33.5168,,,,Latium Morini
6090,455 kr.,113, 55 ,69.6374,40.7174,18.2435,22.3165,17.5,,,Fasoli Gino
6091,879 kr.,111, 1598 ,84.1716,25.1318,46.1561,25.2538,,,,Bertani
6092,3091.15 kr.,112, 280 ,58.0508,40.9695,14.523,42.6259,12,,,Biserno
6093,1039.07 kr.,98, 143 ,85,22.8448,53.1769,19.4234,16.5,,,Bussola
6094,999 kr.,98, 3546 ,65.693,65.5244,11.0294,53.1947,14.5,,,Antinori
6095,6167.41 kr.,86, 890 ,82.2484,26.396,50.1406,26.5069,,,,Quintarelli Giuseppe
6096,1124.66 kr.,82, 63 ,56.3137,40.1338,6.85587,42.3945,15,,,Tua Rita
6097,1003 kr.,81, 183 ,78.1219,30.9351,52.0678,27.8978,,,,Stefano Accordini
6098,2309.05 kr.,68, 325 ,69.4151,41.5222,36.8113,23.8708,,,,Quintarelli Giuseppe
6099,1713.17 kr.,65, 2458 ,60.5398,68.4833,7.15129,85,,,,Gaja
6100,4431.89 kr.,47, 881 ,56.743,75.4328,7.36499,83.4459,,,,Mascarello Giuseppe e Figlio
6101,2942.18 kr.,45, 83 ,57.898,21.9718,14.9463,64.1713,14.5,,,Roberto Voerzio
6102,879 kr.,45, 1598 ,84.1716,25.1318,46.1561,25.2538,,,,Bertani
6103,685.27 kr.,43, 416 ,85,26.5652,53.8176,23.2517,16.5,,,Brunelli
6104,1854.69 kr.,42, 333 ,51.6646,57.9933,12.7994,61.9741,14.5,,,Il Marroneto
6105,5993.71 kr.,40, 82 ,57.5313,72.3478,8.43545,84.5337,,,,Roagna
6106,1251.36 kr.,38, 382 ,61.3094,77.8291,7.14819,82.4921,,,,Vietti
6107,600 kr.,37, 291 ,85,18.7596,49.1762,20.1828,,,,Fratelli Vogadori
6108,2269 kr.,29, 11 ,47.6977,65.3985,0,81.1433,15,,,Elio Altare
6109,5981.12 kr.,28, 82 ,57.5313,72.3478,8.43545,84.5337,,,,Roagna
6110,6167.41 kr.,27, 497 ,63.7827,69.4635,9.09049,85,,,,Gaja
6111,2228.36 kr.,6157, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6112,1935.83 kr.,6044, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6113,2368.64 kr.,5514, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6114,2990.97 kr.,5479, 7841 ,61.8748,64.8045,10.8165,54.8693,17,,,Tenuta San Guido
6115,2295 kr.,4481, 7841 ,61.8748,64.8045,10.8165,54.8693,14,,,Tenuta San Guido
6116,2682.50 kr.,3679, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6117,4727.60 kr.,3029, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6118,1936.63 kr.,2714, 4669 ,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
6119,2750 kr.,2637, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6120,2137.36 kr.,2516, 4669 ,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
6121,2591.20 kr.,2419, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6122,4214.02 kr.,2400, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6123,3888.94 kr.,2067, 7841 ,61.8748,64.8045,10.8165,54.8693,14,,,Tenuta San Guido
6124,4240.09 kr.,1816, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6125,2309.05 kr.,1774, 4669 ,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
6126,1191.77 kr.,1717, 3071 ,50.3675,57.3242,12.4411,63.491,12.5,,,Casanova di Neri
6127,2149 kr.,1648, 3044 ,52.1492,41.1851,14.8664,44.328,14.5,,,Antinori
6128,4214.02 kr.,1591, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6129,2160.08 kr.,1574, 4669 ,64.3908,64.8157,12.995,53.9656,13.5,,,Ornellaia
6130,1854.69 kr.,1460, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6131,2240.82 kr.,1441, 3044 ,52.1492,41.1851,14.8664,44.328,14,,,Antinori
6132,2247 kr.,1442, 3044 ,52.1492,41.1851,14.8664,44.328,13.5,,,Antinori
6133,1888 kr.,1395, 3044 ,52.1492,41.1851,14.8664,44.328,14,,,Antinori
6134,1998.50 kr.,1262, 3044 ,52.1492,41.1851,14.8664,44.328,,,,Antinori
6135,1998.50 kr.,1223, 3044 ,52.1492,41.1851,14.8664,44.328,18,,,Antinori
6136,2312.78 kr.,1177, 4669 ,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
6137,2253.89 kr.,1090, 4669 ,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
6138,1867.30 kr.,964, 4669 ,64.3908,64.8157,12.995,53.9656,14.5,0,,Ornellaia
6139,2310.07 kr.,919, 3044 ,52.1492,41.1851,14.8664,44.328,13.5,,,Antinori
6140,6013.22 kr.,892, 7841 ,61.8748,64.8045,10.8165,54.8693,12.5,,,Tenuta San Guido
6141,3314.98 kr.,871, 4669 ,64.3908,64.8157,12.995,53.9656,13.5,,,Ornellaia
6142,2312.78 kr.,831, 4669 ,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
6143,2614.37 kr.,800, 2458 ,60.5398,68.4833,7.15129,85,14,,,Gaja
6144,3314.98 kr.,797, 4669 ,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
6145,2971.98 kr.,777, 3044 ,52.1492,41.1851,14.8664,44.328,13.5,,,Antinori
6146,10406.38 kr.,774, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6147,5396.48 kr.,693, 2458 ,60.5398,68.4833,7.15129,85,13.5,,,Gaja
6148,1340.74 kr.,667, 2458 ,60.5398,68.4833,7.15129,85,14.5,,,Gaja
6149,2395 kr.,649, 3044 ,52.1492,41.1851,14.8664,44.328,14,,,Antinori
6150,3314.98 kr.,624, 2458 ,60.5398,68.4833,7.15129,85,14,,,Gaja
6151,1489.71 kr.,617, 4669 ,64.3908,64.8157,12.995,53.9656,13.5,,,Ornellaia
6152,1712.42 kr.,601, 1127 ,64.3381,77.4755,8.46257,85,,,,Gaja
6153,1541.85 kr.,585, 2458 ,60.5398,68.4833,7.15129,85,14.5,,,Gaja
6154,3008.09 kr.,577, 3044 ,52.1492,41.1851,14.8664,44.328,13.5,,,Antinori
6155,1415.23 kr.,552, 1127 ,64.3381,77.4755,8.46257,85,14,,,Gaja
6156,2249 kr.,546, 672 ,53.1201,58.5414,12.0625,64.4031,15,,,Casanova di Neri
6157,4317.18 kr.,544, 3044 ,52.1492,41.1851,14.8664,44.328,13.5,,,Antinori
6158,1638.68 kr.,484, 1127 ,64.3381,77.4755,8.46257,85,14,,,Gaja
6159,1995 kr.,480, 686 ,62.154,77.4562,7.85222,82.5543,14,,,Giacomo Conterno
6160,1850.22 kr.,479, 1127 ,64.3381,77.4755,8.46257,85,14.5,,,Gaja
6161,1340.74 kr.,476, 2458 ,60.5398,68.4833,7.15129,85,14,,,Gaja
6162,3083.70 kr.,458, 1937 ,45.4786,58.5222,7.30669,63.5299,,,,Biondi-Santi
6163,2795 kr.,457, 100 ,51.2809,43.1345,11.9642,48.9864,14.5,,,Antinori
6164,3314.98 kr.,457, 1937 ,45.4786,58.5222,7.30669,63.5299,13.5,,,Biondi-Santi
6165,5396.48 kr.,453, 1127 ,64.3381,77.4755,8.46257,85,14.5,,,Gaja
6166,2904.94 kr.,453, 280 ,58.0508,40.9695,14.523,42.6259,14.5,,,Biserno
6167,5396.48 kr.,435, 1127 ,64.3381,77.4755,8.46257,85,14,,,Gaja
6168,1452.47 kr.,436, 579 ,57.0371,42.4811,33.529,42.7861,15,,,Oasi degli Angeli
6169,2197 kr.,434, 672 ,53.1201,58.5414,12.0625,64.4031,,,,Casanova di Neri
6170,8499 kr.,418, 1102 ,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
6171,672.50 kr.,413, 386 ,82.9721,21.4917,54.5415,22.6438,,,,Guerrieri Rizzardi
6172,3959.38 kr.,397, 672 ,53.1201,58.5414,12.0625,64.4031,15,,,Casanova di Neri
6173,7497 kr.,388, 405 ,61.6076,80.2688,9.65777,82.9995,15,,,Giacomo Conterno
6174,6167.41 kr.,385, 4669 ,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
6175,1850.22 kr.,369, 1127 ,64.3381,77.4755,8.46257,85,14.5,,,Gaja
6176,1996.97 kr.,367, 686 ,62.154,77.4562,7.85222,82.5543,14,,,Giacomo Conterno
6177,2520.89 kr.,364, 641 ,53.1769,41.7239,16.9144,43.1633,15,,,Tua Rita
6178,595 kr.,356, 243 ,82.6561,27.462,48.2307,26.559,16,12,8,Cà dei Frati
6179,5396.48 kr.,342, 1127 ,64.3381,77.4755,8.46257,85,,,,Gaja
6180,2592.84 kr.,338, 1127 ,64.3381,77.4755,8.46257,85,13,,,Gaja
6181,1397.16 kr.,324, 2609 ,52.709,44.5076,10.6018,46.0463,15,,,Fontodi
6182,960.06 kr.,307, 195 ,49.6539,57.041,10.2808,64.9752,14.5,,,Antinori
6183,2248.71 kr.,300, 672 ,53.1201,58.5414,12.0625,64.4031,15,,,Casanova di Neri
6184,3314.98 kr.,294, 2458 ,60.5398,68.4833,7.15129,85,,,,Gaja
6185,2000 kr.,279, 774 ,54.4799,42.5601,15.349,44.7092,15,,,Le Macchiole
6186,5396.48 kr.,278, 3044 ,52.1492,41.1851,14.8664,44.328,13.5,,,Antinori
6187,3091.15 kr.,275, 280 ,58.0508,40.9695,14.523,42.6259,13.5,,,Biserno
6188,2000 kr.,270, 774 ,54.4799,42.5601,15.349,44.7092,14,,,Le Macchiole
6189,879 kr.,257, 1598 ,84.1716,25.1318,46.1561,25.2538,,,,Bertani
6190,9661.53 kr.,252, 7841 ,61.8748,64.8045,10.8165,54.8693,13.5,,,Tenuta San Guido
6191,6167.41 kr.,244, 1127 ,64.3381,77.4755,8.46257,85,14,,,Gaja
6192,1063.65 kr.,239, 650 ,45.0811,58.6303,14.3235,64.7234,14,,,Cerbaiona
6193,11500 kr.,227, 405 ,61.6076,80.2688,9.65777,82.9995,14.5,,,Giacomo Conterno
6194,4288.57 kr.,225, 3044 ,52.1492,41.1851,14.8664,44.328,,,,Antinori
6195,1020.45 kr.,225, 534 ,51.5742,59.4815,10.1191,65.3781,15,,,Gaja
6196,1599 kr.,225, 571 ,49.3312,58.2556,15.2251,63.0636,14,,,Salvioni
6197,1499 kr.,222, 333 ,51.6646,57.9933,12.7994,61.9741,14,,,Il Marroneto
6198,4609.91 kr.,219, 425 ,45.1328,57.4962,9.45539,61.6844,14,,,Biondi-Santi
6199,4089.26 kr.,214, 2458 ,60.5398,68.4833,7.15129,85,14,,,Gaja
